pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene
61.23,134.84,,,1.06,,17.0,2024-12-22 09:15:00,1.6,0.48,2.75,0.79
61.11,134.52,,,1.0,,22.21,2024-12-22 09:30:00,1.54,0.46,2.65,0.76
60.91,134.02,4.65,13.19,0.96,10.79,31.11,2024-12-22 09:45:00,1.49,0.45,2.56,0.74
60.91,134.02,4.59,13.03,0.93,10.66,36.55,2024-12-22 10:00:00,1.42,0.43,2.45,0.71
60.91,134.02,4.51,12.8,0.96,10.47,45.82,2024-12-22 10:15:00,1.43,0.43,2.46,0.71
59.94,131.62,,,0.94,,47.74,2024-12-22 10:30:00,1.43,0.43,2.47,0.71
58.42,127.65,,,0.73,,58.99,2024-12-22 10:45:00,1.19,0.36,2.04,0.59
58.42,127.65,5.7,16.18,1.16,13.24,49.18,2024-12-22 11:00:00,1.71,0.52,2.95,0.85
58.42,127.65,4.79,13.59,1.03,11.12,69.13,2024-12-22 11:15:00,1.55,0.47,2.67,0.77
59.99,131.47,4.74,13.46,0.96,11.01,86.03,2024-12-22 11:30:00,1.47,0.44,2.53,0.73
62.53,138.17,4.25,12.07,0.87,9.87,89.83,2024-12-22 11:45:00,1.39,0.42,2.4,0.69
62.53,138.17,4.12,11.7,0.81,9.58,101.43,2024-12-22 12:00:00,1.31,0.39,2.26,0.65
62.53,138.17,3.6,10.22,0.74,8.36,97.72,2024-12-22 12:15:00,1.21,0.36,2.08,0.6
62.38,137.85,3.38,9.6,0.7,7.85,113.89,2024-12-22 12:30:00,1.16,0.35,2.0,0.58
62.15,137.22,3.66,10.38,0.73,8.49,114.3,2024-12-22 12:45:00,1.21,0.36,2.08,0.6
62.15,137.22,3.97,11.26,0.8,9.21,120.02,2024-12-22 13:00:00,1.27,0.38,2.19,0.63
62.15,137.22,3.89,11.04,0.81,9.03,124.64,2024-12-22 13:15:00,1.3,0.39,2.23,0.64
62.62,138.4,6.93,19.68,1.31,16.1,132.34,2024-12-22 13:30:00,1.98,0.6,3.41,0.98
63.39,140.39,7.31,20.73,1.73,16.96,130.2,2024-12-22 13:45:00,2.5,0.76,4.32,1.24
63.39,140.39,,,1.52,,126.43,2024-12-22 14:00:00,2.13,0.64,3.67,1.06
63.39,140.39,5.27,14.94,1.08,12.23,123.25,2024-12-22 14:15:00,1.65,0.5,2.84,0.82
63.24,140.02,4.24,12.02,0.9,9.84,106.46,2024-12-22 14:30:00,1.4,0.42,2.41,0.7
63.0,139.39,3.79,10.77,0.81,8.81,92.78,2024-12-22 14:45:00,1.29,0.39,2.22,0.64
63.0,139.39,4.25,12.06,0.87,9.86,84.66,2024-12-22 15:00:00,,,,
63.0,139.39,4.99,14.17,1.04,11.6,79.86,2024-12-22 15:15:00,1.56,0.47,2.69,0.78
61.51,135.18,4.47,12.69,0.91,10.38,61.57,2024-12-22 15:30:00,1.42,0.43,2.45,0.71
58.94,128.98,4.41,12.52,0.9,10.25,53.98,2024-12-22 15:45:00,1.41,0.42,2.42,0.7
58.94,128.98,4.82,13.67,0.98,11.18,55.73,2024-12-22 16:00:00,1.51,0.45,2.6,0.75
58.94,128.98,4.87,13.81,0.99,11.3,61.74,2024-12-22 16:15:00,1.5,0.45,2.58,0.74
56.35,122.64,4.87,13.83,0.99,11.31,61.55,2024-12-22 16:30:00,1.51,0.45,2.59,0.75
52.02,111.24,4.49,12.73,0.91,10.42,59.81,2024-12-22 16:45:00,1.42,0.43,2.44,0.7
52.02,111.24,4.56,12.95,0.93,10.6,58.6,2024-12-22 17:00:00,1.44,0.43,2.49,0.72
52.02,111.24,4.59,13.03,0.96,10.66,56.1,2024-12-22 17:15:00,1.45,0.44,2.5,0.72
52.48,112.4,,,0.98,,55.29,2024-12-22 17:30:00,1.51,0.45,2.59,0.75
53.19,114.24,5.2,14.75,1.05,12.07,51.92,2024-12-22 17:45:00,1.58,0.48,2.72,0.78
53.19,114.24,5.41,15.35,1.13,12.56,46.7,2024-12-22 18:00:00,1.68,0.51,2.89,0.83
53.19,114.24,6.1,17.31,1.24,14.16,41.24,2024-12-22 18:15:00,1.79,0.54,3.09,0.89
52.58,112.55,5.98,16.97,1.25,13.88,42.63,2024-12-22 18:30:00,1.81,0.55,3.13,0.9
51.45,109.76,6.14,17.41,1.26,14.24,40.24,2024-12-22 18:45:00,1.82,0.55,3.14,0.9
51.45,109.76,,,0.61,,28.64,2024-12-22 19:00:00,1.39,0.42,2.4,0.69
51.45,109.76,,,0.79,,34.28,2024-12-22 19:15:00,1.28,0.38,2.2,0.64
51.42,109.68,4.17,11.84,0.81,9.69,30.88,2024-12-22 19:30:00,1.3,0.39,2.23,0.65
51.36,109.55,4.13,11.71,0.75,9.58,28.48,2024-12-22 19:45:00,1.22,0.37,2.11,0.61
51.36,109.55,4.22,11.98,0.85,9.8,27.15,2024-12-22 20:00:00,1.34,0.4,2.3,0.66
51.36,109.55,,,0.9,,25.7,2024-12-22 20:15:00,1.41,0.42,2.43,0.7
51.95,110.82,,,0.92,,22.62,2024-12-22 20:30:00,1.43,0.43,2.46,0.71
52.78,113.17,4.9,13.89,0.97,11.37,22.87,2024-12-22 20:45:00,1.5,0.45,2.58,0.75
52.78,113.17,4.74,13.46,0.97,11.01,25.32,2024-12-22 21:00:00,1.48,0.45,2.56,0.74
52.78,113.17,4.52,12.81,0.93,10.48,28.27,2024-12-22 21:15:00,1.44,0.43,2.48,0.72
53.38,114.55,4.47,12.67,0.94,10.37,22.27,2024-12-22 21:30:00,1.44,0.43,2.48,0.71
54.28,117.04,,,1.04,,18.41,2024-12-22 21:45:00,1.55,0.47,2.67,0.77
54.28,117.04,5.32,15.1,1.1,12.35,9.0,2024-12-22 22:00:00,1.65,0.5,2.85,0.82
54.28,117.04,,,1.1,,17.45,2024-12-22 22:15:00,1.66,0.5,2.85,0.82
53.68,115.31,,,1.13,,18.91,2024-12-22 22:30:00,1.66,0.5,2.86,0.82
52.63,112.79,5.7,16.19,1.17,13.24,19.72,2024-12-22 22:45:00,1.72,0.52,2.96,0.85
52.63,112.79,3.13,8.89,0.81,7.27,17.98,2024-12-22 23:00:00,1.33,0.4,2.28,0.66
52.63,112.79,4.2,11.91,0.83,9.75,18.89,2024-12-22 23:15:00,1.33,0.4,2.29,0.66
52.56,112.64,,,0.79,,18.0,2024-12-22 23:30:00,1.26,0.38,2.17,0.63
52.48,112.4,5.63,15.97,1.14,13.06,26.45,2024-12-23 00:00:00,1.69,0.51,2.91,0.84
52.48,112.4,,,1.17,,27.46,2024-12-23 00:15:00,1.72,0.52,2.96,0.85
51.0,108.66,6.05,17.16,1.24,14.04,31.95,2024-12-23 00:30:00,1.81,0.54,3.11,0.9
48.78,102.94,6.09,17.27,1.25,14.13,25.08,2024-12-23 00:45:00,1.81,0.55,3.12,0.9
48.78,102.94,6.36,18.06,1.31,14.77,25.13,2024-12-23 01:00:00,1.88,0.57,3.23,0.93
48.78,102.94,6.15,17.44,1.26,14.27,30.62,2024-12-23 01:15:00,1.81,0.55,3.12,0.9
48.39,101.84,4.91,13.93,1.1,11.4,28.54,2024-12-23 01:30:00,1.48,0.45,2.56,0.74
47.68,100.1,4.09,11.61,0.86,9.5,22.57,2024-12-23 01:45:00,1.34,0.4,2.3,0.67
47.68,100.1,,,0.84,,21.68,2024-12-23 02:00:00,1.35,0.4,2.32,0.67
47.68,100.1,3.91,11.1,0.8,9.08,10.0,2024-12-23 02:15:00,1.27,0.38,2.19,0.63
46.52,97.01,,,0.8,,20.89,2024-12-23 02:30:00,1.28,0.38,2.2,0.64
44.7,92.46,3.56,10.09,0.74,8.25,22.47,2024-12-23 02:45:00,1.19,0.36,2.05,0.59
44.7,92.46,4.19,11.9,0.82,9.74,18.02,2024-12-23 03:00:00,1.35,0.41,2.33,0.67
44.7,92.46,3.68,10.45,0.81,8.55,26.32,2024-12-23 03:15:00,1.31,0.39,2.25,0.65
44.65,92.36,4.04,11.47,0.83,9.39,27.92,2024-12-23 03:30:00,1.3,0.39,2.23,0.64
44.59,92.18,3.88,11.01,0.79,9.0,26.64,2024-12-23 03:45:00,1.28,0.39,2.21,0.64
44.59,92.18,,,0.77,,27.33,2024-12-23 04:00:00,1.27,0.38,2.19,0.63
44.59,92.18,3.9,11.08,0.82,9.06,24.57,2024-12-23 04:15:00,1.27,0.38,2.19,0.63
43.14,88.51,4.42,12.54,0.89,10.26,24.26,2024-12-23 04:30:00,1.39,0.42,2.39,0.69
40.92,82.78,4.49,12.76,0.93,10.44,26.15,2024-12-23 04:45:00,1.42,0.43,2.45,0.71
40.92,82.78,4.39,12.46,0.91,10.19,35.68,2024-12-23 05:00:00,1.41,0.42,2.43,0.7
40.92,82.78,4.57,12.97,0.91,10.61,27.06,2024-12-23 05:15:00,1.42,0.43,2.45,0.71
40.88,82.68,,,0.92,,25.31,2024-12-23 05:30:00,1.43,0.43,2.46,0.71
40.82,82.5,4.92,13.96,0.95,11.42,21.75,2024-12-23 05:45:00,1.46,0.44,2.51,0.73
40.82,82.5,4.84,13.74,0.97,11.24,22.01,2024-12-23 06:00:00,1.49,0.45,2.56,0.74
40.82,82.5,4.34,12.32,0.99,10.08,22.66,2024-12-23 06:15:00,1.51,0.45,2.59,0.75
42.01,85.91,5.06,14.37,1.03,11.76,16.41,2024-12-23 06:30:00,1.53,0.46,2.64,0.76
44.18,91.12,5.36,15.21,1.07,12.44,13.44,2024-12-23 06:45:00,1.61,0.48,2.76,0.8
44.18,91.12,2.81,7.98,0.42,6.53,11.07,2024-12-23 07:00:00,0.96,0.29,1.66,0.48
44.18,91.12,3.49,9.9,0.67,8.1,10.61,2024-12-23 07:15:00,1.12,0.34,1.92,0.56
46.09,95.32,3.89,11.04,0.81,9.03,6.88,2024-12-23 07:30:00,1.28,0.38,2.2,0.63
48.22,101.49,,,0.83,,5.19,2024-12-23 07:45:00,1.3,0.39,2.25,0.65
48.22,101.49,3.95,11.2,0.84,9.16,14.02,2024-12-23 08:00:00,1.28,0.38,2.2,0.64
48.22,101.49,4.28,12.14,0.9,9.93,13.08,2024-12-23 08:15:00,1.38,0.42,2.38,0.69
50.31,106.67,4.2,11.91,0.91,9.75,19.28,2024-12-23 08:30:00,1.41,0.42,2.42,0.7
53.02,113.78,4.17,11.82,0.85,9.67,24.52,2024-12-23 08:45:00,1.35,0.4,2.32,0.67
53.02,113.78,4.15,11.78,0.86,9.63,25.39,2024-12-23 09:00:00,1.34,0.4,2.31,0.67
53.02,113.78,4.0,11.36,0.85,9.29,22.23,2024-12-23 09:15:00,1.36,0.41,2.34,0.68
52.38,112.22,4.07,11.54,0.86,9.44,27.17,2024-12-23 09:30:00,1.27,0.38,2.19,0.63
51.54,110.01,4.13,11.71,0.8,9.58,32.33,2024-12-23 09:45:00,1.27,0.38,2.19,0.63
51.54,110.01,4.27,12.11,0.86,9.9,35.9,2024-12-23 10:00:00,1.37,0.41,2.36,0.68
51.54,110.01,4.18,11.85,0.79,9.7,35.86,2024-12-23 10:15:00,1.29,0.39,2.22,0.64
50.31,107.23,2.95,8.36,0.62,6.84,40.92,2024-12-23 10:30:00,1.07,0.32,1.85,0.53
48.69,102.7,2.92,8.3,0.59,6.79,40.21,2024-12-23 10:45:00,1.06,0.32,1.82,0.52
48.69,102.7,,,0.59,,28.45,2024-12-23 11:00:00,1.07,0.32,1.84,0.53
48.69,102.7,,,0.78,,41.78,2024-12-23 11:15:00,1.26,0.38,2.17,0.63
47.49,99.09,3.15,8.94,0.63,7.32,44.05,2024-12-23 11:30:00,1.07,0.32,1.84,0.53
44.72,92.51,2.77,7.87,0.56,6.44,46.17,2024-12-23 11:45:00,1.01,0.3,1.73,0.5
44.72,92.51,2.98,8.46,0.61,6.92,46.65,2024-12-23 12:00:00,1.05,0.31,1.8,0.52
44.72,92.51,2.61,7.41,0.56,6.06,49.75,2024-12-23 12:15:00,1.0,0.3,1.72,0.5
43.47,89.24,2.58,7.32,0.53,5.99,46.31,2024-12-23 12:30:00,0.98,0.29,1.68,0.49
40.2,80.92,2.79,7.92,0.57,6.48,48.62,2024-12-23 12:45:00,1.0,0.3,1.71,0.5
40.2,80.92,2.86,8.12,0.57,6.65,48.06,2024-12-23 13:00:00,1.03,0.31,1.76,0.51
40.2,80.92,2.95,8.38,0.61,6.85,24.0,2024-12-23 13:15:00,1.06,0.32,1.82,0.53
39.31,78.55,3.07,8.72,0.64,7.14,48.21,2024-12-23 13:30:00,1.09,0.33,1.88,0.54
37.66,74.41,3.07,8.71,0.66,7.12,45.97,2024-12-23 13:45:00,1.1,0.33,1.9,0.55
37.66,74.41,2.81,7.96,0.56,6.51,46.93,2024-12-23 14:00:00,1.01,0.3,1.73,0.5
37.66,74.41,3.33,9.46,0.67,7.74,43.35,2024-12-23 14:15:00,1.15,0.34,1.97,0.57
36.24,69.78,2.99,8.48,0.62,6.94,46.67,2024-12-23 14:30:00,1.08,0.32,1.85,0.54
32.38,60.87,2.95,8.38,0.6,6.85,45.36,2024-12-23 14:45:00,1.04,0.31,1.8,0.52
32.38,60.87,,,0.57,,40.35,2024-12-23 15:00:00,0.88,0.26,1.52,0.44
32.38,60.87,3.1,8.8,0.65,7.2,46.27,2024-12-23 15:15:00,1.09,0.33,1.87,0.54
33.99,64.53,,,0.62,,48.41,2024-12-23 15:30:00,1.07,0.32,1.84,0.53
36.67,71.86,3.41,9.67,0.64,7.91,48.12,2024-12-23 15:45:00,1.11,0.33,1.91,0.55
36.67,71.86,3.31,9.4,0.68,7.69,48.61,2024-12-23 16:00:00,1.14,0.34,1.97,0.57
36.67,71.86,3.28,9.32,0.65,7.63,48.49,2024-12-23 16:15:00,1.13,0.34,1.94,0.56
34.63,65.55,3.07,8.72,0.64,7.14,49.55,2024-12-23 16:30:00,1.07,0.32,1.84,0.53
30.22,55.34,3.35,9.5,0.69,7.77,47.38,2024-12-23 16:45:00,1.18,0.35,2.02,0.58
30.22,55.34,3.72,10.57,0.74,8.65,45.9,2024-12-23 17:00:00,1.22,0.37,2.1,0.61
30.22,55.34,3.88,11.01,0.8,9.01,46.08,2024-12-23 17:15:00,1.29,0.39,2.21,0.64
32.74,60.75,4.03,11.43,0.85,9.35,44.37,2024-12-23 17:30:00,1.33,0.4,2.29,0.66
36.64,71.79,4.48,12.73,0.92,10.41,47.07,2024-12-23 17:45:00,1.39,0.42,2.39,0.69
36.64,71.79,5.57,15.8,1.13,12.93,46.59,2024-12-23 18:00:00,1.65,0.5,2.84,0.82
36.64,71.79,6.06,17.2,1.19,14.07,42.73,2024-12-23 18:15:00,1.76,0.53,3.03,0.87
36.63,71.78,6.17,17.5,1.29,14.32,43.61,2024-12-23 18:30:00,1.84,0.56,3.17,0.91
36.63,71.77,6.11,17.34,1.25,14.18,40.86,2024-12-23 18:45:00,1.82,0.55,3.13,0.9
36.63,71.77,3.32,9.43,0.74,7.72,32.87,2024-12-23 19:00:00,1.28,0.39,2.21,0.64
36.63,71.77,4.61,13.08,0.97,10.7,32.01,2024-12-23 19:15:00,1.49,0.45,2.56,0.74
38.21,75.88,5.22,14.82,0.98,12.13,28.24,2024-12-23 19:30:00,1.52,0.46,2.62,0.76
40.69,82.17,5.43,15.42,1.09,12.62,27.22,2024-12-23 19:45:00,1.65,0.5,2.85,0.82
40.69,82.17,5.83,16.54,1.19,13.53,28.83,2024-12-23 20:00:00,1.76,0.53,3.04,0.88
40.69,82.17,6.08,17.26,1.24,14.12,32.49,2024-12-23 20:15:00,1.81,0.55,3.12,0.9
43.24,89.58,6.27,17.78,1.28,14.55,34.61,2024-12-23 20:30:00,1.84,0.56,3.17,0.91
48.17,101.35,6.26,17.77,1.28,14.53,37.43,2024-12-23 20:45:00,1.85,0.56,3.19,0.92
48.17,101.35,6.46,18.33,1.31,15.0,17.0,2024-12-23 21:00:00,1.88,0.57,3.24,0.93
48.17,101.35,6.6,18.73,1.31,15.32,29.14,2024-12-23 21:15:00,1.88,0.57,3.25,0.94
51.01,109.06,6.22,17.65,1.27,14.44,41.14,2024-12-23 21:30:00,1.83,0.55,3.15,0.91
55.77,120.85,6.12,17.36,1.25,14.2,45.08,2024-12-23 21:45:00,1.81,0.55,3.11,0.9
55.77,120.85,6.28,17.83,1.28,14.58,48.11,2024-12-23 22:00:00,1.84,0.56,3.17,0.91
55.77,120.85,6.23,17.68,1.27,14.47,51.55,2024-12-23 22:15:00,1.84,0.55,3.16,0.91
55.62,120.42,6.18,17.55,1.28,14.36,53.93,2024-12-23 22:30:00,1.84,0.55,3.17,0.91
55.35,119.77,6.22,17.65,1.3,14.44,42.42,2024-12-23 22:45:00,1.87,0.56,3.23,0.93
55.35,119.77,,,0.97,,19.0,2024-12-23 23:00:00,1.32,0.4,2.27,0.66
55.35,119.77,4.81,13.64,0.98,11.16,49.05,2024-12-23 23:15:00,1.52,0.46,2.61,0.75
57.77,126.23,4.56,12.95,0.92,10.59,45.91,2024-12-23 23:30:00,1.42,0.43,2.45,0.71
61.96,136.73,4.63,13.14,0.95,10.75,40.29,2024-12-24 00:00:00,1.45,0.44,2.49,0.72
61.96,136.73,5.16,14.63,1.06,11.97,41.38,2024-12-24 00:15:00,1.6,0.48,2.76,0.8
64.42,142.45,5.37,15.25,1.08,12.48,34.19,2024-12-24 00:30:00,1.62,0.49,2.79,0.8
68.1,152.45,5.41,15.35,1.1,12.55,30.92,2024-12-24 00:45:00,1.62,0.49,2.79,0.81
68.1,152.45,5.44,15.45,1.13,12.64,26.38,2024-12-24 01:00:00,1.68,0.51,2.9,0.84
68.1,152.45,5.02,14.24,1.08,11.65,30.24,2024-12-24 01:15:00,1.58,0.48,2.73,0.79
67.8,151.73,4.91,13.93,0.99,11.4,29.25,2024-12-24 01:30:00,1.5,0.45,2.59,0.75
67.34,150.5,5.01,14.22,1.0,11.63,26.11,2024-12-24 01:45:00,1.53,0.46,2.64,0.76
67.34,150.5,5.11,14.51,1.03,11.87,31.39,2024-12-24 02:00:00,1.56,0.47,2.68,0.77
67.34,150.5,5.51,15.63,1.12,12.79,19.19,2024-12-24 02:15:00,1.66,0.5,2.87,0.83
69.65,156.3,5.6,15.88,1.14,12.99,16.94,2024-12-24 02:30:00,1.68,0.51,2.89,0.83
73.26,165.69,5.38,15.26,1.1,12.48,27.52,2024-12-24 02:45:00,1.64,0.5,2.83,0.82
73.26,165.69,4.47,12.68,0.83,10.37,12.0,2024-12-24 03:00:00,1.43,0.43,2.46,0.71
73.26,165.69,4.66,13.22,0.96,10.82,25.61,2024-12-24 03:15:00,1.46,0.44,2.51,0.73
70.76,159.33,4.4,12.48,0.92,10.21,28.7,2024-12-24 03:30:00,1.41,0.42,2.42,0.7
66.59,148.59,4.33,12.28,0.88,10.05,24.29,2024-12-24 03:45:00,1.38,0.41,2.37,0.68
66.59,148.59,4.48,12.72,0.9,10.4,22.87,2024-12-24 04:00:00,1.41,0.42,2.43,0.7
66.59,148.59,4.66,13.22,0.96,10.81,26.59,2024-12-24 04:15:00,1.46,0.44,2.52,0.73
67.22,150.04,4.62,13.11,0.94,10.73,22.84,2024-12-24 04:30:00,1.45,0.44,2.5,0.72
68.14,152.57,4.63,13.13,0.96,10.74,25.34,2024-12-24 04:45:00,1.46,0.44,2.52,0.73
68.14,152.57,4.83,13.7,0.99,11.21,20.25,2024-12-24 05:00:00,1.5,0.45,2.59,0.75
68.14,152.57,4.96,14.08,1.01,11.52,24.65,2024-12-24 05:15:00,1.53,0.46,2.64,0.76
67.42,150.67,5.17,14.68,1.06,12.01,18.42,2024-12-24 05:30:00,1.59,0.48,2.74,0.79
66.23,147.66,5.31,15.06,1.09,12.32,19.2,2024-12-24 05:45:00,1.61,0.49,2.78,0.8
66.23,147.66,5.39,15.3,1.08,12.51,16.79,2024-12-24 06:00:00,1.61,0.49,2.77,0.8
66.23,147.66,5.2,14.77,1.08,12.08,11.08,2024-12-24 06:15:00,1.62,0.49,2.78,0.8
67.33,150.71,5.74,16.29,1.11,13.33,6.17,2024-12-24 06:30:00,1.64,0.5,2.83,0.82
69.23,155.37,5.49,15.57,1.14,12.74,4.68,2024-12-24 06:45:00,1.68,0.51,2.9,0.84
69.23,155.37,,,0.92,,2.35,2024-12-24 07:00:00,1.48,0.45,2.55,0.74
69.23,155.37,5.31,15.07,1.05,12.33,6.78,2024-12-24 07:15:00,1.59,0.48,2.74,0.79
71.02,160.27,5.52,15.65,1.13,12.81,2.23,2024-12-24 07:30:00,1.66,0.5,2.87,0.83
74.22,168.16,5.82,16.52,1.31,13.51,5.3,2024-12-24 07:45:00,1.81,0.55,3.12,0.9
74.22,168.16,8.06,22.88,1.66,18.72,8.07,2024-12-24 08:00:00,2.28,0.69,3.94,1.13
74.22,168.16,8.47,24.05,1.73,19.67,7.44,2024-12-24 08:15:00,2.35,0.71,4.05,1.17
75.61,172.03,9.09,25.79,1.82,21.1,6.29,2024-12-24 08:30:00,2.47,0.75,4.26,1.23
77.94,177.7,8.24,23.38,1.67,19.13,20.88,2024-12-24 08:45:00,2.31,0.7,3.98,1.15
77.94,177.7,8.41,23.87,1.68,19.53,25.87,2024-12-24 09:00:00,2.38,0.72,4.1,1.18
77.94,177.7,8.95,25.39,1.83,20.77,27.81,2024-12-24 09:15:00,2.5,0.76,4.32,1.24
76.7,174.54,,,1.76,,38.4,2024-12-24 09:30:00,2.44,0.74,4.21,1.21
74.65,169.27,8.28,23.49,1.69,19.22,44.67,2024-12-24 09:45:00,2.34,0.71,4.04,1.16
74.65,169.27,8.41,23.88,1.71,19.53,47.8,2024-12-24 10:00:00,2.35,0.71,4.05,1.17
74.65,169.27,8.3,23.55,1.69,19.27,52.51,2024-12-24 10:15:00,2.33,0.7,4.02,1.16
73.18,165.74,7.86,22.3,1.62,18.24,68.22,2024-12-24 10:30:00,2.24,0.68,3.86,1.11
71.02,159.94,,,1.61,,67.41,2024-12-24 10:45:00,2.24,0.68,3.86,1.11
71.02,159.94,4.96,14.09,0.92,11.53,58.46,2024-12-24 11:00:00,1.37,0.41,2.35,0.68
71.02,159.94,5.16,14.65,1.06,11.99,71.82,2024-12-24 11:15:00,1.58,0.47,2.71,0.78
74.27,167.04,4.72,13.4,1.0,10.96,82.05,2024-12-24 11:30:00,1.52,0.46,2.62,0.76
78.96,180.3,4.75,13.47,0.95,11.02,89.63,2024-12-24 11:45:00,1.45,0.44,2.5,0.72
78.96,180.3,5.11,14.51,0.96,11.87,98.28,2024-12-24 12:00:00,1.47,0.44,2.54,0.73
78.96,180.3,4.77,13.55,0.97,11.09,102.31,2024-12-24 12:15:00,1.49,0.45,2.57,0.74
80.1,182.98,5.28,14.99,1.05,12.27,98.59,2024-12-24 12:30:00,1.56,0.47,2.69,0.78
81.88,187.8,5.22,14.81,1.0,12.12,97.02,2024-12-24 12:45:00,1.53,0.46,2.63,0.76
81.88,187.8,5.12,14.52,1.04,11.88,106.3,2024-12-24 13:00:00,1.57,0.47,2.7,0.78
81.88,187.8,5.13,14.56,1.04,11.92,110.24,2024-12-24 13:15:00,1.57,0.47,2.7,0.78
79.18,180.34,4.84,13.73,1.01,11.23,105.62,2024-12-24 13:30:00,1.51,0.45,2.6,0.75
74.16,168.0,5.29,15.02,1.05,12.29,110.08,2024-12-24 13:45:00,1.58,0.47,2.72,0.78
74.16,168.0,4.87,13.81,1.03,11.3,110.81,2024-12-24 14:00:00,1.52,0.46,2.62,0.76
74.16,168.0,4.75,13.48,0.98,11.03,111.25,2024-12-24 14:15:00,1.49,0.45,2.56,0.74
72.54,164.14,,,0.97,,109.73,2024-12-24 14:30:00,1.48,0.45,2.56,0.74
70.11,157.62,5.06,14.37,1.02,11.76,103.87,2024-12-24 14:45:00,1.53,0.46,2.64,0.76
70.11,157.62,6.25,17.74,1.16,14.51,87.12,2024-12-24 15:00:00,1.79,0.54,3.08,0.89
70.11,157.62,6.65,18.87,1.25,15.44,89.57,2024-12-24 15:15:00,1.83,0.55,3.15,0.91
70.4,158.45,5.83,16.53,1.19,13.52,90.7,2024-12-24 15:30:00,1.77,0.53,3.05,0.88
70.96,159.8,5.87,16.66,1.19,13.63,86.9,2024-12-24 15:45:00,1.72,0.52,2.97,0.86
70.96,159.8,7.0,19.86,1.35,16.24,86.31,2024-12-24 16:00:00,1.92,0.58,3.3,0.95
70.96,159.8,7.39,20.96,1.51,17.15,58.58,2024-12-24 16:15:00,2.12,0.64,3.66,1.05
69.96,157.06,6.38,18.09,1.4,14.8,79.01,2024-12-24 16:30:00,1.96,0.59,3.37,0.97
68.25,152.85,,,1.27,,80.43,2024-12-24 16:45:00,1.85,0.56,3.19,0.92
68.25,152.85,6.13,17.39,1.26,14.23,74.94,2024-12-24 17:00:00,1.82,0.55,3.14,0.9
68.25,152.85,6.15,17.45,1.29,14.27,74.34,2024-12-24 17:15:00,1.85,0.56,3.19,0.92
69.73,156.71,6.7,19.01,1.36,15.55,69.79,2024-12-24 17:30:00,1.98,0.6,3.4,0.98
72.15,162.84,6.53,18.52,1.33,15.15,62.89,2024-12-24 17:45:00,1.9,0.57,3.27,0.94
72.15,162.84,6.84,19.4,1.39,15.87,66.98,2024-12-24 18:00:00,2.01,0.61,3.47,1.0
72.15,162.84,7.49,21.26,1.51,17.39,64.69,2024-12-24 18:15:00,2.13,0.64,3.67,1.06
73.6,166.24,7.06,20.05,1.44,16.4,70.44,2024-12-24 18:30:00,2.03,0.61,3.49,1.01
75.86,172.36,7.53,21.36,1.53,17.48,68.29,2024-12-24 18:45:00,2.11,0.64,3.64,1.05
75.86,172.36,6.01,17.05,1.18,13.95,60.1,2024-12-24 19:00:00,1.77,0.53,3.06,0.88
75.86,172.36,6.68,18.96,1.31,15.51,68.44,2024-12-24 19:15:00,1.88,0.57,3.24,0.94
76.96,175.36,6.22,17.65,1.3,14.44,66.6,2024-12-24 19:30:00,1.86,0.56,3.2,0.92
79.08,180.62,5.99,16.99,1.27,13.9,62.08,2024-12-24 19:45:00,1.81,0.55,3.12,0.9
79.08,180.62,6.19,17.56,1.27,14.37,65.95,2024-12-24 20:00:00,1.82,0.55,3.14,0.9
79.08,180.62,6.53,18.52,1.33,15.15,69.3,2024-12-24 20:15:00,1.93,0.58,3.32,0.96
78.77,179.82,6.6,18.74,1.35,15.33,63.06,2024-12-24 20:30:00,1.94,0.59,3.34,0.96
78.24,178.45,6.59,18.71,1.39,15.3,55.62,2024-12-24 20:45:00,2.02,0.61,3.47,1.0
78.24,178.45,,,1.49,,47.1,2024-12-24 21:00:00,2.09,0.63,3.61,1.04
78.24,178.45,7.49,21.26,1.56,17.39,48.71,2024-12-24 21:15:00,2.16,0.65,3.72,1.07
80.64,183.27,7.28,20.65,1.44,16.89,51.83,2024-12-24 21:30:00,2.06,0.62,3.54,1.02
83.11,190.95,6.72,19.06,1.32,15.6,47.07,2024-12-24 21:45:00,1.9,0.57,3.27,0.94
83.11,190.95,6.52,18.49,1.34,15.13,45.13,2024-12-24 22:00:00,1.92,0.58,3.31,0.95
83.11,190.95,6.63,18.8,1.35,15.38,39.66,2024-12-24 22:15:00,1.91,0.58,3.3,0.95
83.38,191.53,,,1.41,,37.05,2024-12-24 22:30:00,2.01,0.61,3.46,1.0
83.73,192.54,6.53,18.54,1.38,15.17,39.66,2024-12-24 22:45:00,1.96,0.59,3.37,0.97
83.73,192.54,5.13,14.57,0.9,11.92,40.97,2024-12-24 23:00:00,1.36,0.41,2.35,0.68
83.73,192.54,5.2,14.76,1.0,12.08,50.45,2024-12-24 23:15:00,1.52,0.46,2.62,0.76
80.85,185.33,4.49,12.74,0.92,10.42,56.86,2024-12-24 23:30:00,1.44,0.43,2.48,0.72
77.19,175.78,5.03,14.27,1.03,11.67,43.42,2024-12-25 00:00:00,1.55,0.47,2.66,0.77
