pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene,xylene
45.18,76.11,7.11,14.57,0.68,21.68,8.0,2021-11-30 06:15:00,0.35,,,0.19,
45.11,76.11,7.23,14.13,0.67,21.36,7.0,2021-11-30 06:30:00,0.35,,,0.19,
38.74,64.61,6.61,14.18,0.68,20.8,6.0,2021-11-30 06:45:00,0.35,,,0.19,
38.74,64.61,7.14,14.22,0.71,21.36,9.0,2021-11-30 07:00:00,0.35,,,0.19,
38.74,64.61,8.11,14.37,0.66,22.49,14.0,2021-11-30 07:15:00,0.35,,,0.19,
38.8,64.74,8.0,14.64,0.65,22.64,12.0,2021-11-30 07:30:00,0.35,,,0.19,
44.0,73.99,8.82,14.37,0.66,23.18,8.0,2021-11-30 07:45:00,0.35,,,0.19,
44.0,73.99,8.88,14.09,0.72,22.97,8.0,2021-11-30 08:00:00,0.35,,,0.19,
44.0,73.99,7.05,14.43,0.64,21.48,16.0,2021-11-30 08:15:00,0.35,,,0.2,
44.05,74.11,7.54,14.48,0.61,22.02,15.0,2021-11-30 08:30:00,0.35,,,0.2,
49.05,83.02,7.33,14.65,0.68,21.98,14.0,2021-11-30 08:45:00,0.35,,,0.19,
49.05,83.02,6.11,14.65,0.69,20.76,19.0,2021-11-30 09:00:00,0.36,,,0.19,
49.05,83.02,6.32,14.13,0.98,20.45,7.0,2021-11-30 09:15:00,0.37,,,0.2,
49.07,83.06,7.19,14.12,0.86,21.31,14.0,2021-11-30 09:30:00,0.39,,,0.23,
50.43,85.48,7.39,14.35,0.78,21.74,10.0,2021-11-30 09:45:00,0.43,,,0.3,
50.43,85.48,6.49,14.55,1.13,21.04,12.0,2021-11-30 10:00:00,0.4,,,0.28,
50.43,85.48,7.24,14.28,0.72,21.52,19.0,2021-11-30 10:15:00,0.42,,,0.35,
50.44,85.5,7.31,14.13,0.82,21.43,14.0,2021-11-30 10:30:00,0.35,,,0.46,
50.89,86.3,6.44,14.12,0.89,20.56,11.0,2021-11-30 10:45:00,0.36,,,0.24,
50.89,86.3,6.71,14.73,0.73,21.43,25.0,2021-11-30 11:00:00,0.38,,,0.27,
50.89,86.3,7.63,14.65,0.76,22.28,19.0,2021-11-30 11:15:00,0.38,,,0.29,
50.81,86.15,7.32,15.13,0.7,22.44,21.0,2021-11-30 11:30:00,0.37,,,0.23,
44.11,74.19,5.31,14.84,0.77,20.15,18.0,2021-11-30 11:45:00,0.38,,,0.23,
44.11,74.19,7.03,14.24,0.73,21.26,15.0,2021-11-30 12:00:00,0.35,,,0.22,
44.11,74.19,7.21,14.51,0.71,21.72,26.0,2021-11-30 12:15:00,0.35,,,0.23,
44.06,74.1,7.09,15.05,0.69,22.14,18.0,2021-11-30 12:30:00,0.35,,,0.22,
40.2,67.21,7.74,14.45,0.74,22.19,14.0,2021-11-30 12:45:00,0.36,,,0.21,
40.2,67.21,8.27,14.07,0.8,22.34,18.0,2021-11-30 13:00:00,0.39,,,0.21,
40.2,67.21,7.98,14.52,0.72,22.5,23.0,2021-11-30 13:15:00,0.39,,,0.23,
40.23,67.27,8.66,14.29,0.75,22.95,20.0,2021-11-30 13:30:00,0.38,,,0.24,
42.9,72.04,7.05,13.52,0.7,20.57,29.0,2021-11-30 13:45:00,0.39,,,0.23,
42.9,72.04,5.36,13.73,0.71,19.09,24.0,2021-11-30 14:00:00,0.37,,,0.22,
42.9,72.04,8.67,13.93,0.83,22.6,16.0,2021-11-30 14:15:00,0.35,,,0.2,
42.93,72.1,7.39,14.09,1.12,21.49,8.0,2021-11-30 14:30:00,0.35,,,0.21,
45.61,76.88,7.23,14.81,1.07,22.04,10.0,2021-11-30 14:45:00,0.37,,,0.28,
45.61,76.88,7.5,14.38,0.99,21.88,12.0,2021-11-30 15:00:00,0.4,,,0.39,
45.61,76.88,7.72,13.85,0.93,21.57,16.0,2021-11-30 15:15:00,0.37,,,0.36,
45.78,77.26,6.96,13.87,1.0,20.83,11.0,2021-11-30 15:30:00,0.38,,,0.32,
59.69,102.01,5.95,13.91,1.01,19.85,8.0,2021-11-30 15:45:00,0.37,,,0.31,
59.69,102.01,6.45,14.42,0.98,20.87,13.0,2021-11-30 16:00:00,0.39,,,0.32,
61.6,116.46,8.87,14.25,0.87,23.11,16.0,2021-11-30 16:15:00,0.35,,,0.36,
100.41,152.88,8.2,14.49,0.84,22.69,14.0,2021-11-30 16:30:00,0.36,,,0.31,
93.26,141.71,8.49,14.23,0.8,22.72,20.0,2021-11-30 16:45:00,0.37,,,0.25,
93.26,141.71,8.86,13.99,0.77,22.85,15.0,2021-11-30 17:00:00,0.35,,,0.24,
93.26,141.71,7.35,14.1,0.77,21.45,17.0,2021-11-30 17:15:00,0.35,,,0.23,
93.13,141.49,6.8,13.98,0.79,20.78,10.0,2021-11-30 17:30:00,0.35,,,0.21,
82.27,124.54,6.08,14.51,0.91,20.59,6.0,2021-11-30 17:45:00,0.35,,,0.22,
82.27,124.54,8.36,14.22,0.92,22.59,6.0,2021-11-30 18:00:00,0.37,,,0.24,
82.27,124.54,9.12,14.12,0.88,23.25,6.0,2021-11-30 18:15:00,0.4,,,0.28,
82.21,124.45,7.09,13.74,0.88,20.84,6.0,2021-11-30 18:30:00,0.37,,,0.29,
77.17,116.58,5.99,14.28,0.92,20.27,5.0,2021-11-30 18:45:00,0.38,,,0.27,
77.17,116.58,9.02,14.2,0.98,23.22,5.0,2021-11-30 19:00:00,0.37,,,0.28,
77.17,116.58,7.4,14.2,0.88,21.6,7.0,2021-11-30 19:15:00,0.36,,,0.33,
77.17,116.58,8.67,13.93,0.88,22.6,6.0,2021-11-30 19:30:00,0.36,,,0.35,
77.53,117.14,6.98,14.42,0.86,21.41,8.0,2021-11-30 19:45:00,0.37,,,0.28,
77.53,117.14,5.49,14.38,0.8,19.88,8.0,2021-11-30 20:00:00,0.39,,,0.27,
77.53,117.14,7.2,14.12,0.86,21.32,6.0,2021-11-30 20:15:00,0.37,,,0.26,
77.42,117.14,7.68,14.36,0.92,22.04,6.0,2021-11-30 20:30:00,0.39,,,0.24,
68.01,102.26,9.11,14.07,0.9,23.19,7.0,2021-11-30 20:45:00,0.35,,,0.25,
68.01,102.26,9.16,14.53,0.78,23.7,11.0,2021-11-30 21:00:00,0.35,,,0.27,
68.01,102.26,7.45,14.12,0.78,21.58,11.0,2021-11-30 21:15:00,0.36,,,0.26,
68.12,102.46,6.53,14.12,0.84,20.65,8.0,2021-11-30 21:30:00,0.36,,,0.23,
77.38,116.9,7.63,13.85,0.79,21.48,9.0,2021-11-30 21:45:00,0.36,,,0.22,
77.38,116.9,7.83,13.83,0.8,21.66,7.0,2021-11-30 22:00:00,0.35,,,0.22,
77.38,116.9,7.73,13.81,0.78,21.54,9.0,2021-11-30 22:15:00,0.35,,,0.21,
77.36,116.87,6.71,14.45,0.81,21.16,10.0,2021-11-30 22:30:00,0.35,,,0.21,
75.63,114.17,7.62,14.11,0.78,21.72,15.0,2021-11-30 22:45:00,0.35,,,0.21,
75.63,114.17,6.21,13.98,0.76,20.2,15.0,2021-11-30 23:00:00,0.35,,,0.2,
75.63,114.17,6.85,14.54,0.75,21.39,15.0,2021-11-30 23:15:00,0.35,,,0.19,
75.48,113.92,7.94,14.41,0.73,22.36,14.0,2021-11-30 23:30:00,0.35,,,0.2,
62.28,93.31,7.15,14.21,0.73,21.36,9.0,2021-12-01 00:00:00,0.35,,,0.19,
62.28,93.31,5.15,14.58,0.74,19.74,8.0,2021-12-01 00:15:00,0.35,,,0.19,
62.38,93.47,6.4,14.35,0.81,20.76,6.0,2021-12-01 00:30:00,0.36,,,0.19,
70.44,106.06,5.76,14.72,0.85,20.48,5.0,2021-12-01 00:45:00,0.36,,,0.2,
70.44,106.06,7.73,14.16,0.76,21.89,5.0,2021-12-01 01:00:00,0.36,,,0.2,
70.44,106.06,8.22,14.02,0.72,22.24,8.0,2021-12-01 01:15:00,0.36,,,0.2,
70.53,106.2,7.37,13.96,0.68,21.34,12.0,2021-12-01 01:30:00,0.35,,,0.19,
77.86,117.66,8.64,14.28,0.67,22.92,13.0,2021-12-01 01:45:00,0.35,,,0.19,
77.86,117.66,7.32,14.66,0.7,21.98,13.0,2021-12-01 02:00:00,0.35,,,0.19,
77.86,117.66,8.17,13.78,0.71,21.96,13.0,2021-12-01 02:15:00,0.35,,,0.19,
77.81,117.58,6.66,13.76,0.67,20.42,11.0,2021-12-01 02:30:00,0.35,,,0.19,
73.68,111.13,8.04,13.49,0.7,21.53,8.0,2021-12-01 02:45:00,0.35,,,0.19,
73.68,111.13,7.5,13.57,0.68,21.07,8.0,2021-12-01 03:00:00,0.35,,,0.19,
73.68,111.13,7.02,14.41,0.63,21.44,14.0,2021-12-01 03:15:00,0.35,,,0.19,
73.62,111.02,6.29,14.12,0.64,20.41,13.0,2021-12-01 03:30:00,0.35,,,0.19,
68.54,103.09,6.92,14.44,0.62,21.37,17.0,2021-12-01 03:45:00,0.35,,,0.19,
68.54,103.09,6.24,14.53,0.65,20.77,17.0,2021-12-01 04:00:00,0.35,,,0.19,
68.54,103.09,6.74,14.24,0.63,20.98,11.0,2021-12-01 04:15:00,0.35,,,0.19,
68.47,102.98,6.4,13.97,0.63,20.37,12.0,2021-12-01 04:30:00,0.35,,,0.19,
62.8,94.13,7.32,13.59,0.66,20.9,6.0,2021-12-01 04:45:00,0.35,,,0.19,
62.8,94.13,5.35,14.93,0.65,20.28,7.0,2021-12-01 05:00:00,0.35,,,0.19,
62.8,94.13,6.52,14.12,0.65,20.64,11.0,2021-12-01 05:15:00,0.35,,,0.19,
62.86,94.23,8.53,14.26,0.66,22.79,11.0,2021-12-01 05:30:00,0.35,,,0.19,
67.75,101.87,8.09,14.52,0.67,22.61,10.0,2021-12-01 05:45:00,0.35,,,0.19,
67.75,101.87,7.58,13.86,0.68,21.44,11.0,2021-12-01 06:00:00,0.35,,,0.19,
67.75,101.87,5.99,14.0,0.67,19.99,11.0,2021-12-01 06:15:00,0.35,,,0.19,
67.72,101.81,5.96,14.34,0.66,20.3,11.0,2021-12-01 06:30:00,0.35,,,0.19,
64.54,96.84,6.78,14.36,0.67,21.14,9.0,2021-12-01 06:45:00,0.35,,,0.19,
64.54,96.84,6.98,14.47,0.7,21.46,6.0,2021-12-01 07:00:00,0.35,,,0.19,
64.54,96.84,8.79,14.57,0.76,23.36,4.0,2021-12-01 07:15:00,0.35,,,0.19,
64.59,96.94,8.39,14.48,0.8,22.88,4.0,2021-12-01 07:30:00,0.35,,,0.19,
69.17,104.08,7.81,13.92,0.77,21.73,4.0,2021-12-01 07:45:00,0.35,,,0.2,
69.17,104.08,6.25,14.03,0.74,20.27,4.0,2021-12-01 08:00:00,0.35,,,0.21,
69.17,104.08,6.46,13.87,0.76,20.33,5.0,2021-12-01 08:15:00,0.35,,,0.21,
69.17,104.11,6.34,13.69,0.73,20.03,5.0,2021-12-01 08:30:00,0.35,,,0.2,
71.05,107.01,7.52,14.24,0.75,21.76,5.0,2021-12-01 08:45:00,0.36,,,0.21,
71.05,107.01,6.37,13.55,0.78,19.93,5.0,2021-12-01 09:00:00,0.35,,,0.2,
71.05,107.01,5.95,14.19,0.81,20.14,5.0,2021-12-01 09:15:00,0.37,,,0.2,
70.94,106.82,6.01,14.6,0.79,20.6,5.0,2021-12-01 09:30:00,0.37,,,0.21,
61.79,92.55,7.1,14.38,0.95,21.48,5.0,2021-12-01 09:45:00,0.35,,,0.22,
61.79,92.55,6.95,14.6,1.08,21.55,5.0,2021-12-01 10:00:00,0.39,,,0.24,
61.79,92.55,5.98,13.95,0.81,19.93,4.0,2021-12-01 10:15:00,0.42,,,0.3,
61.83,92.62,7.47,15.04,0.79,22.5,5.0,2021-12-01 10:30:00,0.35,,,0.33,
65.29,98.02,7.94,14.52,0.85,22.47,5.0,2021-12-01 10:45:00,0.35,,,0.23,
65.29,98.02,7.64,14.05,0.79,21.69,5.0,2021-12-01 11:00:00,0.35,,,0.22,
65.29,98.02,8.6,14.13,1.02,22.73,4.0,2021-12-01 11:15:00,0.36,,,0.23,
65.28,97.99,8.62,14.28,0.95,22.9,4.0,2021-12-01 11:30:00,0.35,,,0.24,
64.12,96.19,7.43,14.21,0.96,21.65,5.0,2021-12-01 11:45:00,0.35,,,0.29,
64.12,96.19,7.44,14.29,0.99,21.73,5.0,2021-12-01 12:00:00,0.37,,,0.27,
64.12,96.19,7.16,13.76,1.0,20.92,4.0,2021-12-01 12:15:00,0.4,,,0.26,
64.19,96.31,6.39,13.62,0.81,20.01,4.0,2021-12-01 12:30:00,0.35,,,0.26,
69.94,105.29,7.79,13.49,0.94,21.27,5.0,2021-12-01 12:45:00,0.35,,,0.25,
69.94,105.29,7.01,14.26,0.98,21.27,5.0,2021-12-01 13:00:00,0.37,,,0.24,
69.94,105.29,8.54,14.69,0.89,23.23,4.0,2021-12-01 13:15:00,0.38,,,0.27,
69.84,105.12,8.04,14.33,1.01,22.37,5.0,2021-12-01 13:30:00,0.35,,,0.26,
61.8,92.57,9.36,13.52,0.81,22.88,5.0,2021-12-01 13:45:00,0.35,,,0.26,
61.8,92.57,8.42,14.32,0.78,22.74,6.0,2021-12-01 14:00:00,0.35,,,0.25,
61.8,92.57,7.6,13.92,0.81,21.46,5.0,2021-12-01 14:15:00,0.36,,,0.2,
61.67,92.33,6.92,14.25,0.85,21.17,5.0,2021-12-01 14:30:00,0.36,,,0.21,
51.1,75.85,6.82,14.07,1.0,20.89,5.0,2021-12-01 14:45:00,0.36,,,0.21,
51.1,75.85,7.42,14.6,1.09,22.03,5.0,2021-12-01 15:00:00,0.37,,,0.22,
51.1,75.85,7.18,14.34,1.06,21.52,5.0,2021-12-01 15:15:00,0.38,,,0.27,
51.26,76.17,6.06,14.19,0.87,20.25,5.0,2021-12-01 15:30:00,0.35,,,0.29,
65.85,98.89,7.54,14.31,0.85,21.57,5.0,2021-12-01 15:45:00,0.35,,,0.26,
65.85,98.89,7.13,14.54,0.87,21.67,5.0,2021-12-01 16:00:00,0.35,,,0.2,
65.85,98.89,7.82,13.92,0.85,21.75,5.0,2021-12-01 16:15:00,0.35,,,0.21,
65.87,98.89,7.12,13.76,0.87,20.88,5.0,2021-12-01 16:30:00,0.35,,,0.2,
67.23,101.05,6.16,14.32,0.93,20.48,5.0,2021-12-01 16:45:00,0.35,,,0.2,
67.23,101.05,6.8,14.6,0.94,21.4,5.0,2021-12-01 17:00:00,0.35,,,0.22,
67.23,101.05,6.11,14.91,0.99,21.02,5.0,2021-12-01 17:15:00,0.35,,,0.23,
67.23,100.93,6.89,14.99,0.98,21.88,5.0,2021-12-01 17:30:00,0.35,,,0.26,
61.79,92.55,8.69,14.35,0.97,23.04,5.0,2021-12-01 17:45:00,0.36,,,0.29,
61.79,92.55,9.0,14.32,0.98,23.32,5.0,2021-12-01 18:00:00,0.37,,,0.28,
61.79,92.55,8.11,14.19,1.01,22.29,5.0,2021-12-01 18:15:00,0.35,,,0.26,
61.79,92.66,7.4,13.59,1.13,21.0,5.0,2021-12-01 18:30:00,0.35,,,0.26,
67.58,101.59,7.49,14.42,1.15,21.91,5.0,2021-12-01 18:45:00,0.37,,,0.29,
67.58,101.59,6.34,14.22,1.1,20.57,6.0,2021-12-01 19:00:00,0.4,,,0.35,
67.58,101.59,6.99,13.82,0.95,20.81,6.0,2021-12-01 19:15:00,0.36,,,0.37,
67.58,101.44,7.7,14.45,0.93,22.15,6.0,2021-12-01 19:30:00,0.38,,,0.29,
59.33,88.7,6.82,14.89,0.9,21.71,6.0,2021-12-01 19:45:00,0.36,,,0.25,
59.33,88.7,7.31,14.27,0.94,21.58,5.0,2021-12-01 20:00:00,0.35,,,0.24,
59.33,88.7,7.82,14.02,0.86,21.85,5.0,2021-12-01 20:15:00,0.35,,,0.23,
59.33,88.7,9.11,13.74,0.97,22.85,5.0,2021-12-01 20:30:00,0.35,,,0.23,
55.54,82.78,7.94,14.43,0.88,22.37,5.0,2021-12-01 20:45:00,0.35,,,0.24,
55.54,82.78,8.19,14.31,1.08,22.5,4.0,2021-12-01 21:00:00,0.35,,,0.25,
55.54,82.78,8.97,14.04,0.98,23.01,4.0,2021-12-01 21:15:00,0.38,,,0.23,
55.54,82.78,7.43,13.6,1.04,21.03,4.0,2021-12-01 21:30:00,0.41,,,0.29,
23.2,36.86,,,1.0,,5.0,2021-12-02 10:30:00,0.35,,,0.29,
26.08,42.0,,,1.01,,5.0,2021-12-02 10:45:00,0.35,,,0.3,
26.08,42.0,6.24,14.18,0.93,20.42,6.0,2021-12-02 11:00:00,0.37,,,0.24,
26.08,42.0,6.72,14.16,1.19,20.88,5.0,2021-12-02 11:15:00,0.35,,,0.33,
26.11,42.06,8.0,14.04,1.05,22.04,5.0,2021-12-02 11:30:00,0.35,,,0.23,
28.46,46.25,5.66,13.99,1.3,19.64,5.0,2021-12-02 11:45:00,0.35,,,0.28,
28.46,46.25,7.78,13.38,1.02,21.16,6.0,2021-12-02 12:00:00,0.4,,,0.23,
28.46,46.25,8.94,14.66,1.06,23.6,6.0,2021-12-02 12:15:00,0.35,,,0.27,
28.46,46.25,6.02,15.09,1.09,21.11,6.0,2021-12-02 12:30:00,0.35,,,0.21,
28.36,46.07,8.18,13.79,1.11,21.98,5.0,2021-12-02 12:45:00,0.35,,,0.19,
28.36,46.07,7.13,14.16,1.25,21.29,5.0,2021-12-02 13:00:00,0.35,,,0.25,
28.36,46.07,8.11,14.1,1.17,22.22,5.0,2021-12-02 13:15:00,0.35,,,0.19,
28.36,46.07,3.99,14.42,1.27,18.41,5.0,2021-12-02 13:30:00,0.4,,,0.33,
35.43,58.7,8.87,14.38,1.53,23.25,5.0,2021-12-02 13:45:00,0.39,,,0.25,
35.43,58.7,7.0,14.39,1.29,21.39,5.0,2021-12-02 14:00:00,0.42,,,0.34,
35.43,58.7,8.12,14.4,1.53,22.52,5.0,2021-12-02 14:15:00,0.41,,,0.59,
35.51,58.85,7.02,14.46,1.38,21.48,5.0,2021-12-02 14:30:00,0.35,,,0.3,
41.92,70.29,6.5,14.99,1.36,21.5,5.0,2021-12-02 14:45:00,0.41,,,0.46,
41.92,70.29,4.69,14.08,1.15,18.77,5.0,2021-12-02 15:00:00,0.42,,,0.42,
41.92,70.29,7.57,14.74,1.12,22.31,5.0,2021-12-02 15:15:00,0.35,,,0.39,
41.94,70.33,9.3,14.27,1.37,23.57,5.0,2021-12-02 15:30:00,0.39,,,0.28,
43.82,73.67,8.87,13.21,1.6,22.08,5.0,2021-12-02 15:45:00,0.35,,,0.24,
43.82,73.67,6.77,14.16,1.48,20.93,5.0,2021-12-02 16:00:00,0.41,,,0.47,
43.82,73.67,8.56,14.33,1.27,22.89,5.0,2021-12-02 16:15:00,0.39,,,0.6,
43.91,73.85,7.74,14.34,1.39,22.08,5.0,2021-12-02 16:30:00,0.37,,,0.45,
51.7,87.75,6.98,13.98,1.13,20.97,5.0,2021-12-02 16:45:00,0.45,,,0.38,
51.7,87.75,6.5,13.79,1.09,20.29,5.0,2021-12-02 17:00:00,0.35,,,0.32,
51.7,87.75,6.12,13.52,1.35,19.63,5.0,2021-12-02 17:15:00,0.35,,,0.28,
51.58,87.52,7.28,14.23,1.17,21.51,5.0,2021-12-02 17:30:00,0.37,,,0.24,
41.38,69.32,7.51,14.37,1.15,21.88,5.0,2021-12-02 17:45:00,0.38,,,0.34,
41.38,69.32,8.58,14.39,1.08,22.97,5.0,2021-12-02 18:00:00,0.35,,,0.26,
41.38,69.32,8.06,14.09,1.07,22.15,5.0,2021-12-02 18:15:00,0.35,,,0.25,
41.38,69.13,7.62,13.84,1.09,21.46,5.0,2021-12-02 18:30:00,0.35,,,0.23,
32.78,53.97,7.66,14.29,1.14,21.95,5.0,2021-12-02 18:45:00,0.35,,,0.22,
32.78,53.97,8.29,14.46,1.16,22.75,5.0,2021-12-02 19:00:00,0.35,,,0.23,
32.78,53.97,5.58,13.74,1.24,19.32,5.0,2021-12-02 19:15:00,0.37,,,0.19,
32.8,54.01,6.0,14.1,1.25,20.1,5.0,2021-12-02 19:30:00,0.35,,,0.23,
34.48,57.0,8.43,14.29,1.18,22.73,5.0,2021-12-02 19:45:00,0.35,,,0.29,
34.48,57.0,6.85,13.89,1.33,20.74,5.0,2021-12-02 20:00:00,0.38,,,0.27,
34.48,57.0,7.6,13.63,1.4,21.23,5.0,2021-12-02 20:15:00,0.41,,,0.27,
34.48,56.97,9.01,13.98,1.27,22.99,5.0,2021-12-02 20:30:00,0.38,,,0.29,
33.15,54.63,7.85,14.29,1.16,22.14,5.0,2021-12-02 20:45:00,0.4,,,0.4,
33.15,54.63,7.08,14.66,1.19,21.73,5.0,2021-12-02 21:00:00,0.35,,,0.27,
33.15,54.63,4.68,15.45,1.19,20.13,5.0,2021-12-02 21:15:00,0.36,,,0.24,
33.15,54.68,6.58,14.86,1.14,21.44,5.0,2021-12-02 21:30:00,0.35,,,0.24,
35.9,59.53,8.24,14.16,1.14,22.4,5.0,2021-12-02 21:45:00,0.35,,,0.24,
35.9,59.53,6.3,14.63,1.13,20.94,5.0,2021-12-02 22:00:00,0.35,,,0.22,
35.9,59.53,6.34,15.48,1.19,21.82,5.0,2021-12-02 22:15:00,0.37,,,0.22,
35.89,59.53,7.12,14.19,1.2,21.31,5.0,2021-12-02 22:30:00,0.35,,,0.21,
35.52,58.85,6.62,14.23,1.12,20.85,5.0,2021-12-02 22:45:00,0.35,,,0.23,
35.52,58.85,5.97,14.53,1.14,20.51,5.0,2021-12-02 23:00:00,0.35,,,0.23,
35.52,58.85,6.85,14.68,1.12,21.53,5.0,2021-12-02 23:15:00,0.35,,,0.22,
35.53,58.85,6.69,14.71,1.09,21.4,5.0,2021-12-02 23:30:00,0.35,,,0.19,
36.21,60.09,6.53,15.1,1.1,21.64,5.0,2021-12-03 00:00:00,0.35,,,0.2,
36.21,60.09,8.12,14.31,1.1,22.43,5.0,2021-12-03 00:15:00,0.35,,,0.2,
36.21,60.09,8.61,13.6,1.08,22.21,5.0,2021-12-03 00:30:00,0.35,,,0.19,
30.64,50.13,8.13,13.7,1.1,21.83,5.0,2021-12-03 00:45:00,0.35,,,0.2,
30.64,50.13,7.24,14.17,1.12,21.41,5.0,2021-12-03 01:00:00,0.35,,,0.21,
30.64,50.13,7.02,14.26,1.11,21.29,5.0,2021-12-03 01:15:00,0.37,,,0.21,
30.68,50.22,6.06,14.35,1.11,20.41,5.0,2021-12-03 01:30:00,0.37,,,0.21,
34.02,56.18,7.5,14.71,1.1,22.21,4.0,2021-12-03 01:45:00,0.35,,,0.19,
34.02,56.18,6.8,14.43,1.05,21.23,5.0,2021-12-03 02:00:00,0.35,,,0.2,
34.02,56.18,7.7,15.13,1.05,22.83,5.0,2021-12-03 02:15:00,0.35,,,0.2,
33.94,56.03,7.06,13.73,1.06,20.79,4.0,2021-12-03 02:30:00,0.35,,,0.19,
27.22,44.03,7.77,14.72,1.08,22.49,4.0,2021-12-03 02:45:00,0.35,,,0.19,
27.22,44.03,6.7,15.3,1.07,22.0,5.0,2021-12-03 03:00:00,0.35,,,0.19,
27.22,44.03,8.88,14.79,1.05,23.67,5.0,2021-12-03 03:15:00,0.35,,,0.19,
27.21,44.02,5.57,13.56,1.1,19.12,5.0,2021-12-03 03:30:00,0.35,,,0.19,
26.67,43.05,6.92,13.88,1.08,20.8,5.0,2021-12-03 03:45:00,0.35,,,0.19,
26.67,43.05,7.13,13.63,1.07,20.77,5.0,2021-12-03 04:00:00,0.35,,,0.19,
26.67,43.05,9.37,14.09,1.04,23.46,5.0,2021-12-03 04:15:00,0.35,,,0.19,
26.65,43.01,7.55,13.9,0.99,21.45,5.0,2021-12-03 04:30:00,0.35,,,0.19,
24.98,40.03,7.4,13.91,1.0,21.31,5.0,2021-12-03 04:45:00,0.35,,,0.19,
24.98,40.03,7.19,14.17,1.06,21.37,5.0,2021-12-03 05:00:00,0.35,,,0.19,
24.98,40.03,8.0,13.71,1.05,21.71,5.0,2021-12-03 05:15:00,0.35,,,0.19,
24.99,40.05,7.06,14.48,1.02,21.54,5.0,2021-12-03 05:30:00,0.35,,,0.19,
25.8,41.5,7.43,14.59,1.03,22.02,5.0,2021-12-03 05:45:00,0.35,,,0.19,
25.8,41.5,9.7,14.42,1.06,24.12,5.0,2021-12-03 06:00:00,0.35,,,0.19,
25.8,41.5,7.65,14.15,1.09,21.8,5.0,2021-12-03 06:15:00,0.35,,,0.19,
25.8,41.5,6.37,14.79,1.07,21.16,5.0,2021-12-03 06:30:00,0.35,,,0.19,
25.55,41.06,8.74,14.61,1.05,23.34,5.0,2021-12-03 06:45:00,0.35,,,0.19,
25.55,41.06,7.2,14.08,1.04,21.28,5.0,2021-12-03 07:00:00,0.36,,,0.19,
25.55,41.06,7.75,14.18,1.06,21.93,5.0,2021-12-03 07:15:00,0.35,,,0.19,
25.55,41.06,6.2,15.09,1.09,21.29,5.0,2021-12-03 07:30:00,0.35,,,0.19,
25.59,41.13,7.64,13.7,1.15,21.34,5.0,2021-12-03 07:45:00,0.35,,,0.19,
25.59,41.13,7.9,14.25,1.25,22.15,5.0,2021-12-03 08:00:00,0.35,,,0.2,
25.59,41.13,6.67,14.13,1.27,20.8,5.0,2021-12-03 08:15:00,0.39,,,0.23,
25.6,41.14,7.96,13.96,1.2,21.93,5.0,2021-12-03 08:30:00,0.35,,,0.25,
26.02,41.9,11.33,14.01,1.2,25.34,5.0,2021-12-03 08:45:00,0.38,,,0.24,
26.02,41.9,7.63,13.73,1.28,21.36,5.0,2021-12-03 09:00:00,0.35,,,0.21,
26.02,41.9,5.46,13.72,1.7,19.18,6.0,2021-12-03 09:15:00,0.35,,,0.24,
26.1,42.05,7.62,13.91,1.68,21.54,6.0,2021-12-03 09:30:00,0.35,,,0.25,
32.74,53.89,6.71,14.0,1.37,20.71,5.0,2021-12-03 09:45:00,0.41,,,0.87,
32.74,53.89,8.53,14.2,1.43,22.73,5.0,2021-12-03 10:00:00,0.35,,,0.68,
32.74,53.89,9.35,14.97,1.31,24.31,5.0,2021-12-03 10:15:00,0.37,,,0.33,
32.78,53.97,9.33,14.55,1.45,23.88,6.0,2021-12-03 10:30:00,0.36,,,0.33,
35.97,59.66,7.48,15.09,1.29,22.57,6.0,2021-12-03 10:45:00,0.38,,,0.32,
35.97,59.66,7.15,13.71,1.36,20.86,6.0,2021-12-03 11:00:00,0.38,,,0.36,
35.97,59.66,5.97,14.16,1.67,20.12,6.0,2021-12-03 11:15:00,0.35,,,0.27,
21.26,33.39,9.69,13.48,0.84,23.17,5.0,2021-12-03 18:00:00,0.38,,,0.26,
21.26,33.39,7.35,14.13,0.82,21.48,5.0,2021-12-03 18:15:00,0.36,,,0.26,
21.26,33.39,6.05,14.26,0.83,20.3,5.0,2021-12-03 18:30:00,0.36,,,0.25,
21.39,33.63,7.25,13.5,0.91,20.75,5.0,2021-12-03 18:45:00,0.37,,,0.24,
21.39,33.63,7.45,13.27,0.98,20.72,5.0,2021-12-03 19:00:00,0.39,,,0.25,
21.39,33.63,7.88,13.89,1.1,21.77,5.0,2021-12-03 19:15:00,0.39,,,0.27,
21.45,33.63,7.95,13.96,1.14,21.91,5.0,2021-12-03 19:30:00,0.4,,,0.33,
26.72,43.14,7.72,13.32,1.17,21.04,5.0,2021-12-03 19:45:00,0.4,,,0.41,
26.72,43.14,9.07,12.92,1.14,22.0,5.0,2021-12-03 20:00:00,0.41,,,0.48,
26.72,43.14,6.2,14.07,1.18,20.27,5.0,2021-12-03 20:15:00,0.4,,,0.53,
26.87,43.42,7.13,14.16,1.27,21.3,6.0,2021-12-03 20:30:00,0.4,,,0.61,
38.59,64.35,7.47,14.16,1.73,21.63,6.0,2021-12-03 20:45:00,0.4,,,0.99,
