pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,timestamp,nh3,benzene,toluene,xylene
73.0,132.0,10.1,98.3,3.4,0.57,60.5,18.2,18.4,83.0,3.9,-0.1,283.0,2016-11-18 06:45:00,9.0,1.6,3.8,0.1
73.0,132.0,9.7,97.9,2.6,0.58,60.0,18.0,18.4,83.0,3.9,-0.1,280.0,2016-11-18 07:00:00,8.0,1.9,3.8,0.1
73.0,132.0,9.3,97.8,2.1,0.56,59.6,17.8,18.4,84.0,3.9,-0.1,280.0,2016-11-18 07:15:00,8.5,1.6,3.8,0.1
73.0,132.0,9.6,98.9,3.1,0.58,60.4,17.6,18.5,84.0,3.3,-0.1,280.0,2016-11-18 07:30:00,8.5,1.9,3.8,0.1
66.0,126.0,7.7,96.4,3.4,0.57,57.7,17.6,18.8,83.0,3.6,-0.1,284.0,2016-11-18 08:00:00,8.8,1.9,3.8,0.1
66.0,126.0,9.2,97.0,4.7,0.56,59.1,17.2,19.0,81.0,3.7,-0.1,277.0,2016-11-18 08:15:00,7.5,1.6,3.8,0.1
66.0,126.0,7.4,97.9,6.6,0.56,58.0,17.4,19.2,80.0,4.2,-0.1,287.0,2016-11-18 08:30:00,7.8,1.9,3.8,0.1
68.0,128.0,8.6,96.1,7.3,0.58,58.1,17.6,19.4,80.0,3.9,-0.1,278.0,2016-11-18 08:45:00,9.4,1.9,3.8,0.5
68.0,128.0,7.9,96.1,8.6,0.6,57.5,17.2,19.3,80.0,4.3,-0.1,283.0,2016-11-18 09:00:00,8.1,1.9,3.8,0.1
68.0,128.0,7.7,94.8,7.9,0.61,56.7,17.8,19.5,80.0,3.8,-0.1,277.0,2016-11-18 09:15:00,8.5,1.9,3.8,0.5
68.0,128.0,10.9,94.0,6.3,0.63,58.9,17.4,19.8,79.0,3.3,-0.1,280.0,2016-11-18 09:30:00,7.1,1.9,3.8,0.5
78.0,126.0,6.2,89.5,5.0,0.03,52.6,17.4,19.7,80.0,3.6,-0.1,267.0,2016-11-18 09:45:00,9.4,1.9,3.8,0.1
78.0,126.0,5.7,90.1,3.7,37.4,52.6,18.2,20.0,78.0,3.4,-0.1,290.0,2016-11-18 10:00:00,8.8,1.9,3.8,0.5
78.0,126.0,6.4,90.6,1.8,0.76,53.3,17.8,20.5,76.0,3.0,-0.1,265.0,2016-11-18 10:15:00,9.2,1.9,3.8,0.5
78.0,126.0,7.4,85.5,1.3,0.7,51.5,17.4,20.7,76.0,3.0,-0.1,263.0,2016-11-18 10:30:00,9.4,2.2,3.8,0.9
74.0,115.0,5.0,80.5,0.3,0.68,46.8,17.6,20.2,78.0,3.0,-0.1,278.0,2016-11-18 10:45:00,10.7,2.6,4.1,0.9
74.0,115.0,5.7,78.2,,0.7,46.1,18.0,20.2,77.0,3.1,-0.1,271.0,2016-11-18 11:00:00,10.3,2.6,3.8,0.9
74.0,115.0,10.1,86.5,,0.84,54.2,17.6,20.9,75.0,3.2,-0.1,290.0,2016-11-18 11:15:00,8.5,2.6,3.4,0.5
74.0,115.0,8.2,85.9,0.1,0.79,52.4,19.2,21.1,73.0,3.1,-0.1,286.0,2016-11-18 11:30:00,9.2,2.2,3.4,0.1
76.0,114.0,10.9,9.4,0.1,0.73,13.8,18.8,21.7,70.0,3.4,-0.1,274.0,2016-11-18 11:45:00,11.5,2.6,3.8,0.9
76.0,114.0,414.3,49.4,2.9,0.76,359.4,17.1,22.0,68.0,3.1,-0.1,283.0,2016-11-18 12:00:00,,2.6,4.1,0.9
76.0,114.0,8.2,81.4,8.1,0.78,49.9,18.0,21.9,69.0,2.6,-0.1,258.0,2016-11-18 12:15:00,8.1,2.2,3.8,0.5
76.0,114.0,9.1,85.7,8.9,0.73,53.0,14.9,22.3,67.0,2.5,-0.1,285.0,2016-11-18 12:30:00,8.3,2.2,3.4,0.9
73.0,113.0,9.3,82.7,8.9,0.68,51.6,16.1,22.3,67.0,2.9,-0.1,273.0,2016-11-18 12:45:00,8.7,2.6,3.8,0.9
73.0,113.0,8.9,88.4,9.2,0.66,54.2,18.2,22.5,67.0,2.3,-0.1,234.0,2016-11-18 13:00:00,7.8,2.6,3.8,0.5
73.0,113.0,6.6,85.2,8.9,0.64,50.7,18.2,22.8,66.0,2.6,-0.1,268.0,2016-11-18 13:15:00,9.4,2.6,3.8,0.1
73.0,113.0,10.9,94.6,8.4,0.64,59.2,18.2,22.9,66.0,2.6,-0.1,292.0,2016-11-18 13:30:00,6.5,2.6,3.8,0.9
72.0,117.0,9.6,93.1,8.9,0.65,57.3,16.1,22.8,66.0,2.7,-0.1,277.0,2016-11-18 13:45:00,8.1,2.6,4.1,0.9
72.0,117.0,8.6,92.5,9.2,0.64,56.2,16.7,22.8,64.0,2.9,-0.1,268.0,2016-11-18 14:00:00,8.8,2.2,4.1,0.9
72.0,117.0,8.6,92.3,9.2,0.63,56.1,17.2,22.7,66.0,2.3,-0.1,259.0,2016-11-18 14:15:00,8.2,2.2,4.1,0.9
72.0,117.0,9.1,93.2,8.9,0.62,57.0,14.9,22.7,65.0,2.7,-0.1,251.0,2016-11-18 14:30:00,8.0,1.9,4.1,0.9
75.0,104.0,7.7,90.2,7.9,0.6,54.3,20.8,22.7,65.0,2.8,-0.1,292.0,2016-11-18 14:45:00,8.5,1.9,3.8,0.9
75.0,104.0,6.4,89.1,8.1,0.6,52.6,20.2,22.6,65.0,2.6,-0.1,263.0,2016-11-18 15:00:00,8.7,1.9,3.8,0.5
75.0,104.0,8.1,86.5,8.4,0.61,52.6,16.7,22.5,67.0,2.7,-0.1,251.0,2016-11-18 15:15:00,8.3,1.9,3.8,0.1
75.0,104.0,7.1,82.2,8.6,0.6,49.6,39.6,22.3,67.0,3.0,-0.1,282.0,2016-11-18 15:30:00,8.9,1.9,3.8,0.1
65.0,123.0,6.8,81.0,7.9,0.57,48.5,38.0,22.1,67.0,3.0,-0.1,283.0,2016-11-18 15:45:00,8.1,1.6,3.8,0.5
65.0,123.0,8.7,83.3,8.9,0.6,51.4,30.2,22.0,68.0,2.8,-0.1,267.0,2016-11-18 16:00:00,7.3,1.9,3.4,0.5
65.0,123.0,5.8,79.1,8.6,0.6,46.8,25.9,21.9,68.0,2.9,-0.1,266.0,2016-11-18 16:15:00,7.8,1.9,3.4,0.1
65.0,123.0,5.7,77.3,7.1,0.57,45.7,18.6,21.7,70.0,2.9,-0.1,289.0,2016-11-18 16:30:00,7.7,1.6,3.4,0.5
68.0,104.0,6.9,83.7,7.1,0.6,50.1,18.0,21.5,72.0,2.8,-0.1,242.0,2016-11-18 16:45:00,6.8,1.6,3.0,0.1
68.0,104.0,5.3,83.1,8.4,0.58,48.5,16.1,21.1,75.0,2.9,-0.1,243.0,2016-11-18 17:00:00,8.3,1.6,3.0,0.1
68.0,104.0,6.3,86.3,8.1,0.61,51.0,14.7,20.9,76.0,2.4,-0.1,189.0,2016-11-18 17:15:00,7.3,1.6,3.4,0.1
68.0,104.0,5.2,86.7,8.9,0.63,50.4,17.6,20.8,78.0,3.0,-0.1,167.0,2016-11-18 17:30:00,8.6,1.6,3.4,0.1
81.0,116.0,6.0,91.6,9.4,0.63,53.6,18.4,20.6,80.0,2.4,-0.1,168.0,2016-11-18 17:45:00,7.4,1.6,3.4,0.1
81.0,116.0,6.2,91.0,7.1,0.64,53.3,18.0,20.4,81.0,2.4,-0.1,189.0,2016-11-18 18:00:00,8.5,1.6,3.4,0.1
81.0,116.0,6.3,90.1,3.4,0.63,53.0,17.8,20.0,81.0,2.3,-0.1,175.0,2016-11-18 18:30:00,8.7,1.9,3.8,0.9
97.0,140.0,6.5,91.7,2.9,0.65,54.1,17.6,19.9,82.0,2.7,-0.1,174.0,2016-11-18 18:45:00,8.0,1.9,4.1,0.5
97.0,140.0,5.8,90.2,2.9,0.64,52.7,18.2,19.8,82.0,2.7,-0.1,191.0,2016-11-18 19:00:00,8.5,1.9,4.1,0.1
97.0,140.0,5.9,88.5,3.7,0.64,52.0,17.4,19.6,83.0,2.6,-0.1,189.0,2016-11-18 19:15:00,8.7,1.9,4.5,0.9
97.0,140.0,5.9,88.4,3.4,0.64,51.8,17.6,19.5,83.0,2.8,-0.1,201.0,2016-11-18 19:30:00,8.2,1.9,4.1,0.5
56.0,142.0,6.2,88.7,3.4,0.65,52.2,17.6,19.4,84.0,2.4,-0.1,202.0,2016-11-18 19:45:00,7.9,1.9,4.1,0.1
56.0,142.0,6.0,88.5,3.1,0.64,52.1,18.0,19.3,84.0,2.8,-0.1,210.0,2016-11-18 20:00:00,7.7,1.9,3.8,0.5
56.0,142.0,7.0,85.7,3.7,0.65,51.3,18.0,19.1,84.0,2.5,-0.1,210.0,2016-11-18 20:15:00,8.3,2.2,4.1,0.1
56.0,142.0,7.5,86.7,3.7,0.65,52.2,17.6,19.0,84.0,2.4,-0.1,186.0,2016-11-18 20:30:00,8.0,1.9,4.5,0.9
56.0,94.0,8.9,88.5,2.6,0.69,54.3,17.6,18.9,84.0,2.4,-0.1,213.0,2016-11-18 20:45:00,8.2,1.9,4.1,0.5
56.0,94.0,10.2,90.1,3.1,0.68,56.2,17.6,18.8,84.0,2.5,-0.1,208.0,2016-11-18 21:00:00,8.9,1.9,4.1,0.5
56.0,94.0,9.0,91.6,3.7,0.68,56.0,18.0,18.7,84.0,2.6,-0.1,222.0,2016-11-18 21:15:00,8.7,1.9,4.1,0.1
56.0,94.0,13.3,97.2,3.9,0.72,62.5,17.6,18.6,84.0,2.4,-0.1,218.0,2016-11-18 21:30:00,7.1,2.2,4.5,0.9
56.0,94.0,13.3,101.0,3.4,0.74,64.5,17.2,18.5,84.0,2.4,-0.1,213.0,2016-11-18 21:45:00,8.2,2.2,4.5,0.9
56.0,94.0,16.0,99.6,3.4,0.73,65.9,17.2,18.5,84.0,1.7,-0.1,211.0,2016-11-18 22:00:00,7.8,2.2,4.5,0.9
56.0,94.0,13.7,98.1,4.2,0.71,63.4,17.4,18.4,83.0,1.7,-0.1,207.0,2016-11-18 22:15:00,8.5,2.2,4.9,0.9
56.0,94.0,19.1,104.5,3.9,0.72,71.1,17.6,18.5,82.0,1.5,-0.1,203.0,2016-11-18 22:30:00,7.8,2.2,5.3,0.9
56.0,94.0,25.2,108.7,4.2,0.74,78.3,17.8,18.5,82.0,1.5,-0.1,219.0,2016-11-18 22:45:00,7.4,2.2,4.9,0.9
56.0,94.0,18.6,104.7,4.5,0.72,70.8,17.6,18.4,82.0,1.9,-0.1,227.0,2016-11-18 23:00:00,8.9,2.2,4.9,0.9
56.0,94.0,20.2,105.3,4.2,0.72,72.4,17.8,18.5,83.0,1.8,-0.1,215.0,2016-11-18 23:15:00,8.1,2.2,5.3,0.9
56.0,94.0,21.4,108.3,3.9,0.71,75.0,17.8,18.4,83.0,1.6,-0.1,220.0,2016-11-18 23:30:00,7.9,2.2,5.3,0.9
56.0,94.0,20.4,104.7,4.2,0.66,72.3,17.2,18.3,84.0,2.2,-0.1,213.0,2016-11-19 00:00:00,9.7,2.2,5.3,0.9
56.0,94.0,18.3,101.7,4.2,0.64,68.9,17.8,18.1,85.0,1.9,-0.1,216.0,2016-11-19 00:15:00,9.7,1.9,5.3,0.9
56.0,94.0,17.7,102.5,4.5,0.65,68.9,18.0,18.1,85.0,1.5,-0.1,212.0,2016-11-19 00:30:00,9.7,2.2,4.9,0.9
56.0,94.0,16.0,101.5,4.5,0.62,66.9,17.8,18.0,85.0,1.6,-0.1,213.0,2016-11-19 00:45:00,10.2,2.2,5.3,0.9
56.0,94.0,14.6,99.1,3.9,0.58,64.6,17.6,17.9,85.0,1.8,-0.1,215.0,2016-11-19 01:00:00,9.9,2.2,4.9,0.5
56.0,94.0,13.9,99.1,4.2,0.57,64.0,18.0,17.9,84.0,1.7,-0.1,214.0,2016-11-19 01:15:00,9.3,2.2,4.9,0.1
56.0,94.0,15.3,99.1,4.7,0.58,65.1,17.8,17.9,84.0,1.8,-0.1,200.0,2016-11-19 01:30:00,8.4,2.6,4.9,0.5
96.0,134.0,12.8,96.6,3.9,0.56,61.7,17.8,17.7,85.0,2.1,-0.1,209.0,2016-11-19 01:45:00,9.1,2.6,4.9,0.1
96.0,134.0,10.8,95.5,3.4,0.55,59.6,17.6,17.7,85.0,1.7,-0.1,204.0,2016-11-19 02:00:00,9.6,2.6,4.9,0.1
96.0,134.0,10.5,94.2,3.7,0.53,58.6,17.8,17.6,85.0,1.8,-0.1,203.0,2016-11-19 02:15:00,9.4,2.2,4.5,0.1
96.0,134.0,9.2,93.1,3.7,0.53,57.0,18.2,17.5,86.0,2.0,-0.1,209.0,2016-11-19 02:30:00,9.3,2.2,4.5,0.1
79.0,122.0,9.2,94.4,3.7,0.5,57.8,18.8,17.6,86.0,1.9,-0.1,213.0,2016-11-19 02:45:00,8.8,2.2,4.5,0.1
79.0,122.0,16.6,101.7,3.1,0.52,67.6,6.7,17.7,86.0,2.0,-0.1,214.0,2016-11-19 03:00:00,6.0,1.9,4.5,0.1
79.0,122.0,12.4,98.1,3.9,0.53,62.4,17.6,17.7,86.0,2.2,-0.1,214.0,2016-11-19 03:15:00,8.5,1.9,4.5,0.1
79.0,122.0,11.4,95.3,4.7,0.53,60.0,17.8,17.7,86.0,2.5,-0.1,219.0,2016-11-19 03:30:00,9.0,1.9,4.5,0.1
76.0,124.0,9.0,93.8,3.4,0.49,57.2,18.2,17.8,86.0,2.3,-0.1,212.0,2016-11-19 03:45:00,9.7,2.2,4.1,0.1
76.0,124.0,11.6,96.8,3.9,0.5,60.9,18.4,17.9,86.0,2.5,-0.1,208.0,2016-11-19 04:00:00,8.2,1.9,4.1,0.1
76.0,124.0,12.7,98.3,3.7,0.53,62.6,18.2,17.9,85.0,2.7,-0.1,219.0,2016-11-19 04:15:00,8.8,1.9,4.1,0.1
76.0,124.0,12.4,101.3,3.4,0.55,64.0,18.2,18.0,85.0,2.5,-0.1,218.0,2016-11-19 04:30:00,8.1,1.9,4.1,0.1
91.0,94.0,12.5,99.6,3.9,0.55,63.2,18.0,17.9,86.0,2.7,-0.1,215.0,2016-11-19 04:45:00,9.3,1.6,4.1,0.1
91.0,94.0,16.1,106.0,4.2,0.56,69.5,17.6,17.9,86.0,2.5,-0.1,222.0,2016-11-19 05:00:00,6.7,1.6,4.1,0.1
91.0,94.0,15.4,109.2,3.9,0.58,70.6,17.1,17.9,86.0,2.4,-0.1,223.0,2016-11-19 05:15:00,8.3,1.9,3.8,0.1
91.0,94.0,15.7,105.5,3.4,0.61,68.9,17.6,17.9,86.0,2.4,-0.1,216.0,2016-11-19 05:30:00,8.8,1.9,4.1,0.1
56.0,94.0,17.8,110.2,3.7,0.6,73.0,17.4,17.9,86.0,2.2,-0.1,218.0,2016-11-19 05:45:00,8.5,1.9,4.1,0.1
56.0,94.0,16.0,106.0,2.9,0.58,69.5,17.4,17.8,86.0,2.6,-0.1,218.0,2016-11-19 06:00:00,9.0,1.9,4.1,0.1
56.0,94.0,18.0,111.5,1.6,0.62,73.9,17.6,17.8,86.0,3.0,-0.1,222.0,2016-11-19 06:15:00,9.8,1.9,4.1,0.1
56.0,94.0,20.4,108.7,1.8,0.65,74.4,17.2,17.8,86.0,2.4,-0.1,221.0,2016-11-19 06:30:00,8.9,1.9,4.5,0.1
56.0,94.0,30.5,117.9,1.8,0.73,87.5,17.1,17.9,86.0,2.2,-0.1,226.0,2016-11-19 06:45:00,6.6,1.9,4.5,0.1
56.0,94.0,27.7,113.4,1.8,0.76,82.8,17.6,17.9,85.0,2.6,-0.1,221.0,2016-11-19 07:00:00,9.7,1.9,4.5,0.1
56.0,94.0,35.2,118.6,1.3,0.73,91.7,17.8,18.1,84.0,2.8,-0.1,217.0,2016-11-19 07:15:00,8.0,2.2,4.5,0.1
56.0,94.0,27.6,113.9,1.0,0.76,83.0,17.6,18.3,84.0,2.9,-0.1,219.0,2016-11-19 07:30:00,10.7,2.2,4.9,0.9
56.0,94.0,27.3,112.2,0.5,0.74,81.9,17.2,18.5,83.0,2.8,-0.1,215.0,2016-11-19 07:45:00,10.8,2.2,4.9,0.9
56.0,94.0,31.4,112.4,0.1,0.76,85.3,18.0,18.7,82.0,2.7,-0.1,215.0,2016-11-19 08:00:00,10.1,2.6,4.9,0.9
56.0,94.0,30.5,114.7,0.1,0.77,85.7,18.4,19.0,81.0,2.7,-0.1,215.0,2016-11-19 08:15:00,10.8,2.6,5.3,0.9
56.0,94.0,24.7,109.4,0.5,0.74,78.3,17.8,19.2,80.0,2.8,-0.1,221.0,2016-11-19 08:30:00,13.2,2.6,5.3,0.9
56.0,143.0,22.9,108.5,0.1,0.73,76.4,17.2,19.8,77.0,2.5,-0.1,214.0,2016-11-19 08:45:00,11.5,2.6,5.3,1.4
56.0,143.0,24.4,113.6,0.1,0.72,80.2,15.7,19.7,77.0,2.1,-0.1,215.0,2016-11-19 09:00:00,9.1,2.6,5.3,0.9
56.0,143.0,22.8,112.8,0.1,0.77,78.5,14.5,19.7,77.0,2.7,-0.1,220.0,2016-11-19 09:15:00,9.6,2.6,5.3,0.9
56.0,143.0,21.9,108.1,0.1,0.74,75.3,16.3,20.1,75.0,2.5,-0.1,217.0,2016-11-19 09:30:00,10.8,2.6,5.3,0.9
92.0,142.0,21.6,110.5,0.1,0.09,76.4,18.8,20.1,75.0,2.7,-0.1,218.0,2016-11-19 09:45:00,10.1,2.9,5.7,0.9
92.0,142.0,18.9,107.7,0.1,37.41,72.7,17.6,20.4,74.0,2.5,-0.1,208.0,2016-11-19 10:00:00,10.6,2.6,5.7,0.9
92.0,142.0,16.0,100.0,1.6,0.76,66.1,17.2,20.7,72.0,2.8,-0.1,207.0,2016-11-19 10:15:00,11.8,2.6,5.7,0.9
92.0,142.0,15.4,100.4,5.0,0.73,66.0,16.7,21.0,70.0,2.4,-0.1,222.0,2016-11-19 10:30:00,10.6,2.9,5.7,0.9
79.0,126.0,17.3,106.2,6.0,0.74,70.6,35.3,21.1,71.0,2.2,-0.1,224.0,2016-11-19 10:45:00,8.1,2.6,5.3,1.4
79.0,126.0,18.9,108.3,,0.84,73.0,19.2,21.5,67.0,2.1,-0.1,211.0,2016-11-19 11:15:00,10.8,2.2,5.3,0.9
79.0,126.0,17.3,106.8,9.2,0.78,70.8,28.8,21.3,68.0,2.7,-0.1,227.0,2016-11-19 11:30:00,10.7,2.6,5.7,0.9
88.0,109.0,12.7,7.5,9.2,0.72,14.3,35.5,21.6,67.0,2.7,-0.1,215.0,2016-11-19 11:45:00,16.1,2.2,5.7,0.9
88.0,109.0,410.5,55.6,8.6,0.8,359.6,33.5,21.7,67.0,2.3,-0.1,222.0,2016-11-19 12:00:00,,2.2,5.7,0.9
88.0,109.0,11.8,100.8,7.3,0.81,63.2,37.2,21.6,68.0,2.8,-0.1,207.0,2016-11-19 12:15:00,9.8,2.2,5.3,0.9
72.0,96.0,9.3,98.3,8.1,0.63,59.9,17.6,21.8,68.0,2.6,-0.1,211.0,2016-11-19 12:45:00,10.8,1.9,5.7,0.9
72.0,96.0,12.3,103.0,7.9,0.65,64.8,17.1,22.7,62.0,2.3,-0.1,240.0,2016-11-19 13:15:00,8.2,2.2,5.3,0.9
72.0,96.0,12.4,104.9,7.9,0.65,65.9,22.5,22.6,63.0,2.7,-0.1,241.0,2016-11-19 13:30:00,8.5,1.9,5.3,0.1
70.0,102.0,11.9,102.6,8.1,0.63,64.3,15.5,22.9,61.0,2.3,-0.1,211.0,2016-11-19 13:45:00,8.9,1.9,5.3,0.9
70.0,102.0,11.3,101.3,8.1,0.62,63.1,27.8,22.7,63.0,2.4,-0.1,219.0,2016-11-19 14:00:00,8.9,1.9,5.3,1.4
70.0,102.0,14.9,104.2,7.9,0.64,67.5,30.0,22.7,62.0,2.0,-0.1,217.0,2016-11-19 14:15:00,7.9,1.9,5.3,0.9
70.0,102.0,14.0,105.5,7.3,0.62,67.5,18.0,22.5,62.0,2.2,-0.1,197.0,2016-11-19 14:30:00,8.0,1.9,4.9,0.9
67.0,118.0,15.6,109.4,7.3,0.62,70.9,18.0,22.4,63.0,2.4,-0.1,220.0,2016-11-19 14:45:00,7.6,1.9,4.9,0.9
67.0,118.0,12.5,103.6,7.9,0.61,65.4,16.7,22.7,62.0,2.1,-0.1,221.0,2016-11-19 15:00:00,9.5,1.9,4.9,0.9
67.0,118.0,12.3,106.4,8.1,0.58,66.6,17.6,22.6,62.0,2.3,-0.1,211.0,2016-11-19 15:15:00,8.5,1.9,5.3,0.5
67.0,118.0,12.1,105.7,8.1,0.56,65.9,18.0,22.6,62.0,2.2,-0.1,226.0,2016-11-19 15:30:00,8.7,1.9,4.9,0.9
75.0,101.0,15.6,111.3,7.9,0.6,71.8,19.0,22.5,63.0,2.1,-0.1,203.0,2016-11-19 15:45:00,7.1,1.9,5.3,1.4
75.0,101.0,11.7,106.4,7.6,0.6,66.0,18.4,22.1,63.0,2.3,-0.1,207.0,2016-11-19 16:00:00,10.1,1.6,5.3,1.4
75.0,101.0,12.5,106.4,7.3,0.61,66.9,17.8,21.6,66.0,2.6,-0.1,222.0,2016-11-19 16:30:00,9.9,1.6,5.7,0.9
70.0,109.0,12.9,107.7,7.3,0.6,67.8,18.6,21.2,68.0,3.1,-0.1,221.0,2016-11-19 16:45:00,8.9,1.9,5.3,1.4
70.0,109.0,11.7,108.7,7.9,0.61,67.2,17.1,21.0,68.0,2.7,-0.1,225.0,2016-11-19 17:00:00,8.6,1.9,5.3,1.4
70.0,109.0,9.7,106.2,7.6,0.6,64.4,16.9,20.9,68.0,2.6,-0.1,223.0,2016-11-19 17:15:00,9.7,1.9,5.3,1.4
70.0,109.0,10.1,103.2,7.9,0.58,63.2,17.6,20.7,69.0,3.0,-0.1,230.0,2016-11-19 17:30:00,9.2,1.9,5.3,0.9
74.0,96.0,11.2,106.8,8.6,0.58,65.9,17.6,20.5,71.0,2.7,-0.1,225.0,2016-11-19 17:45:00,7.6,1.9,5.3,0.9
74.0,96.0,10.5,106.2,9.4,0.6,65.0,18.2,20.1,75.0,3.1,-0.1,223.0,2016-11-19 18:00:00,8.0,1.9,4.9,0.9
74.0,96.0,8.0,102.5,10.5,0.56,61.0,18.0,19.7,79.0,3.0,-0.1,227.0,2016-11-19 18:15:00,8.6,1.9,4.9,0.9
74.0,96.0,8.9,102.8,10.2,0.55,61.9,18.0,19.5,80.0,2.9,-0.1,227.0,2016-11-19 18:30:00,7.6,1.6,4.9,0.9
70.0,109.0,9.6,103.0,10.0,0.58,62.6,18.0,19.5,82.0,2.7,-0.1,225.0,2016-11-19 18:45:00,7.5,1.9,4.9,0.9
70.0,109.0,11.7,100.4,9.2,0.58,62.9,17.8,19.4,82.0,2.4,-0.1,207.0,2016-11-19 19:00:00,7.9,1.9,4.9,1.4
70.0,109.0,10.2,102.6,9.4,0.57,62.8,18.2,19.4,83.0,2.6,-0.1,226.0,2016-11-19 19:15:00,8.0,1.9,5.3,0.9
70.0,109.0,9.8,101.3,10.0,0.57,61.9,17.4,19.4,83.0,2.8,-0.1,227.0,2016-11-19 19:30:00,8.1,1.9,4.9,0.9
74.0,135.0,13.4,102.8,10.0,0.6,65.6,17.8,19.3,83.0,2.8,-0.1,227.0,2016-11-19 19:45:00,7.1,1.9,4.9,0.9
74.0,135.0,9.3,99.3,8.4,0.6,60.4,17.4,19.2,84.0,2.9,-0.1,225.0,2016-11-19 20:00:00,8.7,1.9,4.9,0.9
74.0,135.0,10.6,98.5,5.2,0.57,61.0,17.6,19.0,84.0,2.5,-0.1,213.0,2016-11-19 20:15:00,8.1,2.2,4.9,0.9
74.0,135.0,10.1,95.1,4.7,0.58,58.8,17.6,18.9,84.0,2.3,-0.1,209.0,2016-11-19 20:30:00,8.9,2.6,4.9,0.9
87.0,129.0,10.5,97.2,4.5,0.58,60.2,18.0,18.8,84.0,2.5,-0.1,213.0,2016-11-19 20:45:00,7.6,2.2,4.9,0.9
87.0,129.0,9.0,96.1,4.2,0.58,58.4,17.8,18.7,84.0,2.9,-0.1,218.0,2016-11-19 21:00:00,8.3,2.6,4.9,0.9
87.0,129.0,8.2,94.8,3.9,0.57,57.1,17.8,18.8,85.0,2.9,-0.1,221.0,2016-11-19 21:15:00,8.4,2.9,4.5,0.9
87.0,129.0,8.1,93.2,3.9,0.58,56.2,17.4,18.7,85.0,3.0,-0.1,220.0,2016-11-19 21:30:00,8.8,2.9,4.5,0.9
84.0,94.0,9.7,94.2,3.7,0.58,58.0,17.8,18.7,84.0,3.1,-0.1,226.0,2016-11-19 21:45:00,7.8,2.9,4.5,0.9
84.0,94.0,9.3,94.8,2.9,0.56,58.0,17.6,18.7,84.0,2.8,-0.1,227.0,2016-11-19 22:00:00,8.9,2.9,4.5,0.9
84.0,94.0,10.1,94.4,2.4,0.58,58.4,17.8,18.7,85.0,3.2,-0.1,227.0,2016-11-19 22:15:00,8.5,2.9,4.5,0.9
84.0,94.0,11.1,99.5,2.9,0.6,61.9,17.4,18.7,84.0,2.6,-0.1,229.0,2016-11-19 22:30:00,7.6,2.9,4.5,0.9
95.0,132.0,11.4,97.2,3.1,0.58,61.0,17.4,18.8,84.0,2.8,-0.1,224.0,2016-11-19 22:45:00,9.0,2.9,4.5,0.9
95.0,132.0,8.7,95.7,2.9,0.55,58.0,17.6,18.6,85.0,3.4,-0.1,226.0,2016-11-19 23:00:00,9.5,2.9,4.5,0.5
95.0,132.0,10.7,98.5,2.6,0.55,61.2,17.4,18.6,84.0,3.1,-0.1,224.0,2016-11-19 23:15:00,8.3,2.9,4.5,0.5
95.0,132.0,10.3,98.3,2.1,0.56,60.7,17.6,18.6,84.0,2.9,-0.1,226.0,2016-11-19 23:30:00,9.4,2.6,4.5,0.9
83.0,132.0,8.6,96.4,2.1,0.54,58.3,17.8,18.5,85.0,2.4,-0.1,217.0,2016-11-20 00:00:00,9.1,2.2,4.5,0.5
83.0,132.0,8.2,96.3,2.9,0.53,58.0,17.6,18.5,85.0,2.8,-0.1,227.0,2016-11-20 00:15:00,8.8,2.2,4.5,0.1
83.0,132.0,7.9,95.5,3.4,0.52,57.2,18.0,18.4,84.0,2.5,-0.1,226.0,2016-11-20 00:30:00,8.8,2.2,4.1,0.1
74.0,115.0,7.1,95.5,3.9,0.52,56.6,18.2,18.4,84.0,2.3,-0.1,225.0,2016-11-20 00:45:00,8.9,1.9,4.1,0.1
74.0,115.0,7.0,95.5,4.2,0.52,56.5,18.0,18.4,84.0,2.1,-0.1,223.0,2016-11-20 01:00:00,8.8,1.9,4.1,0.5
74.0,115.0,6.9,97.2,5.8,0.49,57.3,18.0,18.4,84.0,2.1,-0.1,223.0,2016-11-20 01:15:00,8.8,1.9,4.1,0.1
74.0,115.0,6.5,94.4,4.7,0.48,55.5,18.0,18.3,84.0,1.8,-0.1,211.0,2016-11-20 01:30:00,8.9,1.9,4.1,0.1
78.0,122.0,7.5,96.1,4.2,0.48,57.1,18.0,18.3,85.0,1.6,-0.1,215.0,2016-11-20 01:45:00,8.1,1.9,4.1,0.1
78.0,122.0,7.1,97.2,3.7,0.46,57.5,17.8,18.0,84.0,2.4,-0.1,223.0,2016-11-20 02:00:00,8.0,1.9,4.1,0.1
78.0,122.0,7.3,94.2,4.2,0.45,56.0,17.8,18.0,84.0,2.0,-0.1,219.0,2016-11-20 02:15:00,8.5,1.9,4.1,0.1
78.0,122.0,6.2,93.4,4.2,0.46,54.8,18.0,18.0,84.0,1.9,-0.1,223.0,2016-11-20 02:30:00,8.7,1.6,4.1,0.1
63.0,106.0,8.1,96.4,3.1,0.45,57.9,5.3,17.9,85.0,2.1,-0.1,225.0,2016-11-20 03:00:00,8.6,1.6,4.1,0.1
63.0,106.0,11.6,99.1,2.9,0.48,62.2,19.0,17.9,86.0,2.0,-0.1,220.0,2016-11-20 03:15:00,6.6,1.6,4.1,0.1
