pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,vws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
29.82,31.45,6.73,7.97,8.11,0.28,13.19,18.6,31.08,85.67,0.55,0.15,228.86,718.0,2024-08-19 02:30:00,6.16,0.38,0.51,0.41,
29.76,31.32,7.39,8.06,8.11,0.28,13.26,15.39,31.03,86.34,0.54,0.15,230.29,717.3,2024-08-19 02:45:00,6.83,0.38,0.51,0.41,
29.76,31.32,7.13,8.13,8.11,0.28,13.66,16.77,31.03,86.7,0.54,0.15,165.78,716.09,2024-08-19 03:00:00,6.12,0.38,0.51,0.41,
29.76,31.32,6.7,7.91,8.11,0.28,13.22,16.92,30.94,87.49,0.52,0.15,205.94,715.89,2024-08-19 03:15:00,6.51,0.38,0.51,0.41,
30.05,31.92,6.98,7.94,8.11,0.28,12.87,15.63,30.9,87.9,0.61,0.15,248.21,716.13,2024-08-19 03:30:00,6.59,0.38,0.51,0.41,
30.16,32.14,6.56,8.22,8.11,0.28,14.42,17.24,30.89,87.93,0.73,0.15,254.32,716.11,2024-08-19 03:45:00,7.44,0.38,0.51,0.41,
30.16,32.14,6.74,8.07,8.11,0.28,13.76,15.76,30.89,87.81,0.64,0.15,256.19,715.82,2024-08-19 04:00:00,6.78,0.38,0.51,0.41,
30.16,32.14,6.87,8.73,8.11,0.28,13.42,16.03,30.88,87.67,0.56,0.15,238.67,715.3,2024-08-19 04:15:00,6.02,0.38,0.51,0.41,
29.91,31.63,7.52,7.88,8.11,0.28,12.39,17.67,30.88,87.34,0.56,0.15,252.03,715.23,2024-08-19 04:30:00,5.93,0.38,0.51,0.41,
29.82,31.45,6.38,8.16,8.11,0.28,13.88,22.1,30.86,87.39,0.49,0.15,258.35,716.19,2024-08-19 04:45:00,7.48,0.38,0.51,0.41,
29.82,31.45,7.01,8.07,8.11,0.28,13.2,31.21,30.82,87.45,0.5,0.15,251.13,716.58,2024-08-19 05:00:00,4.92,0.38,0.51,0.41,
29.82,31.45,7.2,8.15,8.11,0.28,13.79,6.25,30.84,86.23,0.6,0.15,232.56,716.03,2024-08-19 05:15:00,6.88,0.38,0.51,0.41,
29.76,31.34,7.05,7.92,8.11,0.28,13.56,16.75,30.85,85.98,0.68,0.15,253.43,715.97,2024-08-19 05:30:00,7.08,0.38,0.51,0.41,
29.74,31.3,6.91,7.87,8.11,0.28,14.14,17.18,30.83,86.17,0.61,0.15,271.25,716.62,2024-08-19 05:45:00,5.92,0.38,0.51,0.41,
29.74,31.3,6.51,8.16,8.11,0.28,13.16,17.51,30.8,87.04,0.61,0.15,273.27,717.0,2024-08-19 06:00:00,8.29,0.38,0.51,0.41,
29.74,31.3,7.67,7.81,8.11,0.28,13.44,17.2,30.82,87.27,0.67,0.15,256.0,716.73,2024-08-19 06:15:00,5.93,0.38,0.51,0.41,
29.57,30.96,7.23,8.03,8.11,0.28,14.16,17.72,30.95,86.17,0.71,0.15,254.78,717.18,2024-08-19 06:30:00,7.53,0.38,0.51,0.41,
29.51,30.84,6.62,7.85,8.11,0.28,13.35,15.47,31.04,85.75,0.6,0.15,247.63,718.59,2024-08-19 06:45:00,7.62,0.38,0.51,0.41,
29.51,30.84,7.42,8.09,8.11,0.28,14.15,16.97,31.27,84.91,0.67,0.15,261.57,719.26,2024-08-19 07:00:00,6.45,0.38,0.51,0.41,
29.51,30.84,6.81,7.79,8.11,0.28,14.19,16.84,31.38,84.19,0.68,0.15,263.26,720.0,2024-08-19 07:15:00,7.75,0.38,0.51,0.41,
29.8,31.41,7.68,7.53,8.11,0.28,13.87,16.39,31.55,81.74,0.73,0.15,259.65,720.54,2024-08-19 07:30:00,7.91,0.38,0.51,0.41,
29.9,31.61,6.87,8.12,8.11,0.28,14.26,18.15,31.5,82.13,0.74,0.15,268.1,720.9,2024-08-19 07:45:00,7.09,0.38,0.51,0.41,
29.9,31.61,7.2,8.14,8.11,0.28,13.85,18.88,31.8,80.78,0.7,0.15,281.78,721.61,2024-08-19 08:00:00,7.69,0.38,0.51,0.41,
29.9,31.61,6.98,7.86,8.11,0.28,14.07,18.95,32.12,78.65,0.72,0.15,251.29,721.17,2024-08-19 08:15:00,5.83,0.38,0.51,0.41,
29.98,31.77,7.3,7.79,8.11,0.28,12.44,17.86,32.76,75.14,0.71,0.15,246.47,721.61,2024-08-19 08:30:00,6.32,0.38,0.51,0.41,
30.01,31.83,6.41,7.97,8.11,0.28,14.6,17.51,32.42,75.11,0.47,0.15,264.32,722.0,2024-08-19 08:45:00,7.83,0.38,0.51,0.41,
30.01,31.83,6.86,8.04,8.11,0.28,14.28,17.56,32.56,74.2,0.54,0.15,267.85,722.0,2024-08-19 09:00:00,6.73,0.38,0.51,0.41,
30.01,31.83,7.0,7.94,8.11,0.28,13.44,18.25,32.65,73.19,0.56,0.15,240.7,722.0,2024-08-19 09:15:00,6.21,0.38,0.51,0.41,
29.81,31.43,6.74,7.85,8.11,0.28,13.94,19.28,32.83,72.1,0.56,0.15,235.44,721.77,2024-08-19 09:30:00,5.65,0.38,0.51,0.41,
29.74,31.29,6.35,8.06,8.11,0.28,13.51,20.26,32.96,71.57,0.7,0.15,248.69,721.14,2024-08-19 09:45:00,6.81,0.38,0.51,0.41,
29.74,31.29,7.65,7.57,8.11,0.28,15.08,21.27,33.31,68.76,0.37,0.15,214.66,721.13,2024-08-19 10:00:00,7.37,0.38,0.51,0.41,
29.74,31.29,6.89,8.15,8.11,0.28,14.61,23.12,33.96,64.27,0.46,0.15,239.17,720.38,2024-08-19 10:15:00,6.6,0.38,0.51,0.41,
30.52,32.84,7.28,7.92,8.11,0.28,14.35,26.3,34.31,62.15,0.55,0.15,197.35,719.8,2024-08-19 10:30:00,5.3,0.38,0.51,0.41,
30.8,33.41,7.37,7.67,8.11,0.28,13.37,24.72,34.77,60.75,0.33,0.15,177.46,719.02,2024-08-19 10:45:00,5.84,0.38,0.51,0.41,
30.8,33.41,6.96,7.87,8.11,0.28,13.65,29.39,34.46,61.98,0.38,0.15,162.18,719.0,2024-08-19 11:00:00,5.35,0.38,0.51,0.41,
30.8,33.41,7.8,7.71,8.11,0.28,13.41,17.59,34.56,62.41,0.57,0.15,150.31,719.0,2024-08-19 11:15:00,7.41,0.38,0.51,0.41,
30.38,32.58,7.4,8.35,8.11,0.28,13.36,19.49,34.36,63.48,0.39,0.15,202.14,718.26,2024-08-19 11:30:00,7.67,0.38,0.51,0.41,
30.23,32.27,6.9,8.03,8.11,0.28,13.07,17.06,34.33,63.23,0.7,0.15,152.88,717.38,2024-08-19 11:45:00,6.87,0.38,0.51,0.41,
30.23,32.27,6.95,8.26,8.11,0.28,14.04,21.0,34.73,60.6,0.47,0.15,156.76,717.21,2024-08-19 12:00:00,6.66,0.38,0.51,0.41,
30.23,32.27,6.82,8.33,8.11,0.28,14.57,20.1,34.77,59.27,0.44,0.15,143.73,716.33,2024-08-19 12:15:00,4.99,0.38,0.51,0.41,
30.22,32.25,6.75,8.14,8.11,0.28,14.29,20.28,34.56,58.11,0.69,0.15,150.17,715.01,2024-08-19 12:30:00,6.37,0.38,0.51,0.41,
30.22,32.24,7.01,8.16,8.11,0.28,12.87,20.3,34.75,58.03,0.55,0.15,137.59,714.98,2024-08-19 12:45:00,7.59,0.38,0.51,0.41,
30.22,32.24,7.4,8.03,8.11,0.28,13.72,20.47,34.27,61.03,0.65,0.15,164.3,714.2,2024-08-19 13:00:00,7.3,0.38,0.51,0.41,
30.22,32.24,6.79,7.74,8.11,0.28,13.86,22.25,34.22,63.46,0.47,0.15,148.45,713.11,2024-08-19 13:15:00,6.65,0.38,0.51,0.41,
30.27,32.34,6.2,7.78,8.11,0.28,13.51,22.83,34.01,66.38,0.65,0.15,162.78,712.01,2024-08-19 13:30:00,8.04,0.38,0.51,0.41,
30.29,32.38,7.61,7.83,8.11,0.28,13.41,22.41,34.12,65.29,0.72,0.15,154.69,710.92,2024-08-19 13:45:00,6.72,0.38,0.51,0.41,
30.29,32.38,7.33,8.16,8.11,0.28,12.58,21.66,34.2,64.17,0.61,0.15,163.53,709.9,2024-08-19 14:00:00,5.57,0.38,0.51,0.41,
30.29,32.38,6.84,8.11,8.11,0.28,14.4,20.02,34.59,63.15,0.48,0.15,169.42,709.44,2024-08-19 14:15:00,6.69,0.38,0.51,0.41,
30.38,32.58,7.29,8.12,8.11,0.28,14.47,19.18,34.39,62.24,0.69,0.15,162.37,708.16,2024-08-19 14:30:00,6.34,0.38,0.51,0.41,
30.42,32.65,6.5,8.28,8.11,0.28,13.7,19.63,34.15,64.54,0.73,0.15,149.54,708.0,2024-08-19 14:45:00,5.9,0.38,0.51,0.41,
30.42,32.65,6.74,7.94,8.11,0.28,12.69,19.6,33.98,66.41,0.56,0.15,172.16,707.5,2024-08-19 15:00:00,5.54,0.38,0.51,0.41,
30.42,32.65,7.13,7.99,8.11,0.28,12.93,19.43,33.98,65.35,0.69,0.15,163.56,706.87,2024-08-19 15:15:00,6.97,0.38,0.51,0.41,
30.51,32.83,6.68,8.27,8.11,0.28,13.57,19.72,34.06,64.61,0.64,0.15,157.43,706.52,2024-08-19 15:30:00,6.85,0.38,0.51,0.41,
30.54,32.89,6.88,7.85,8.11,0.28,13.85,19.97,33.43,69.75,0.72,0.15,152.56,706.16,2024-08-19 15:45:00,6.4,0.38,0.51,0.41,
30.54,32.89,6.57,7.82,8.11,0.28,13.09,20.05,32.52,71.57,0.77,0.15,161.83,706.46,2024-08-19 16:00:00,6.91,0.38,0.51,0.41,
30.54,32.89,6.81,8.27,8.11,0.28,13.3,19.52,30.76,89.64,0.68,0.15,158.58,706.08,2024-08-19 16:15:00,7.17,0.38,0.51,0.41,
30.6,33.01,7.09,7.87,8.11,0.28,13.55,19.55,30.7,92.27,0.56,0.15,49.69,706.77,2024-08-19 16:30:00,7.13,0.38,0.51,0.41,
30.62,33.05,7.18,7.66,8.11,0.28,13.7,18.85,30.83,92.99,0.62,0.15,49.26,707.97,2024-08-19 16:45:00,5.95,0.38,0.51,0.41,
30.62,33.05,6.38,8.16,8.11,0.28,14.08,24.65,30.81,92.37,0.62,0.15,63.93,708.0,2024-08-19 17:00:00,5.74,0.38,0.51,0.41,
30.62,33.05,7.28,7.92,8.11,0.28,13.91,18.01,30.73,92.25,0.42,0.15,48.93,707.29,2024-08-19 17:15:00,5.64,0.38,0.51,0.41,
31.08,33.97,7.63,8.08,8.11,0.28,14.66,14.79,30.87,92.12,0.64,0.15,64.13,708.69,2024-08-19 17:30:00,6.47,0.38,0.51,0.41,
31.25,34.31,7.27,8.16,8.11,0.28,13.4,16.1,31.0,91.27,0.1,0.15,62.4,709.13,2024-08-19 17:45:00,7.83,0.38,0.51,0.41,
31.25,34.31,6.75,8.12,8.11,0.28,13.91,16.33,31.01,89.73,0.61,0.15,25.25,710.19,2024-08-19 18:00:00,4.99,0.38,0.51,0.41,
31.25,34.31,6.98,7.79,8.11,0.28,13.44,16.27,31.02,89.49,0.37,0.15,25.9,710.54,2024-08-19 18:15:00,5.87,0.38,0.51,0.41,
30.75,33.31,6.81,8.23,8.11,0.28,14.71,16.23,31.05,87.81,0.62,0.15,42.4,710.72,2024-08-19 18:30:00,6.66,0.38,0.51,0.41,
30.57,32.95,7.14,7.9,8.11,0.28,14.06,15.89,30.34,85.66,0.43,0.15,19.97,711.64,2024-08-19 18:45:00,6.69,0.38,0.51,0.41,
30.57,32.95,7.01,7.63,8.11,0.28,12.82,16.02,29.97,87.6,0.56,0.15,90.56,711.71,2024-08-19 19:00:00,6.94,0.38,0.51,0.41,
30.57,32.95,7.07,8.11,8.11,0.28,13.66,17.68,29.97,86.89,0.33,0.15,88.81,712.5,2024-08-19 19:15:00,7.0,0.38,0.51,0.41,
30.32,32.45,7.62,7.92,8.11,0.28,13.08,15.59,30.03,87.96,0.6,0.15,35.72,714.36,2024-08-19 19:30:00,5.05,0.38,0.51,0.41,
30.23,32.27,5.99,7.92,8.11,0.28,13.73,15.89,30.13,86.61,0.55,0.15,65.1,715.02,2024-08-19 19:45:00,5.05,0.38,0.51,0.41,
30.23,32.27,6.74,7.69,8.11,0.28,13.75,18.09,30.1,84.7,0.33,0.15,344.31,715.48,2024-08-19 20:00:00,6.73,0.38,0.51,0.41,
30.23,32.27,7.69,8.14,8.11,0.28,13.0,14.55,30.13,85.11,0.65,0.15,44.57,717.38,2024-08-19 20:15:00,6.45,0.38,0.51,0.41,
30.03,31.87,7.43,8.1,8.11,0.28,13.3,15.25,30.34,84.9,0.68,0.15,63.48,718.68,2024-08-19 20:30:00,6.27,0.38,0.51,0.41,
29.96,31.72,7.27,8.07,8.11,0.28,12.41,18.67,30.44,85.29,0.72,0.15,46.62,719.0,2024-08-19 20:45:00,7.36,0.38,0.51,0.41,
29.96,31.72,7.15,8.09,8.11,0.28,14.5,15.47,30.46,85.53,0.59,0.15,46.1,719.25,2024-08-19 21:00:00,7.42,0.38,0.51,0.41,
29.96,31.72,6.65,8.07,8.11,0.28,13.46,16.52,30.46,87.2,0.65,0.15,37.35,719.87,2024-08-19 21:15:00,7.23,0.38,0.51,0.41,
29.86,31.53,6.99,8.08,8.11,0.28,13.09,16.4,30.39,88.74,0.55,0.15,336.48,721.31,2024-08-19 21:30:00,7.28,0.38,0.51,0.41,
29.83,31.46,7.03,8.12,8.11,0.28,13.87,13.72,30.42,86.75,0.39,0.15,289.84,722.0,2024-08-19 21:45:00,7.96,0.38,0.51,0.41,
29.83,31.46,7.19,7.96,8.11,0.28,13.47,15.13,30.44,88.42,0.76,0.15,269.44,722.0,2024-08-19 22:00:00,6.16,0.38,0.51,0.41,
29.83,31.46,6.74,7.95,8.11,0.28,13.48,15.95,30.4,87.41,0.64,0.14,295.66,723.07,2024-08-19 22:15:00,7.11,0.38,0.51,0.41,
30.5,32.81,6.9,8.09,8.11,0.28,14.38,14.22,30.25,81.64,0.69,0.14,279.41,723.94,2024-08-19 22:30:00,5.81,0.38,0.51,0.41,
30.74,33.3,6.91,8.09,8.11,0.28,13.31,17.43,29.85,80.82,0.5,0.15,327.16,723.56,2024-08-19 22:45:00,7.28,0.38,0.51,0.41,
30.74,33.3,6.96,8.33,8.11,0.28,13.83,22.85,29.46,82.53,0.31,0.15,349.88,722.74,2024-08-19 23:00:00,5.49,0.38,0.51,0.41,
30.74,33.3,6.95,7.96,8.11,0.28,13.88,26.55,29.22,84.03,0.51,0.15,20.35,721.5,2024-08-19 23:15:00,6.88,0.38,0.51,0.41,
30.88,33.56,7.11,7.75,8.11,0.28,13.6,12.32,29.22,83.37,0.4,0.15,157.24,720.92,2024-08-19 23:30:00,6.2,0.38,0.51,0.41,
30.92,33.66,6.8,8.06,8.11,0.28,13.35,18.28,29.23,84.4,0.17,0.15,6.61,720.34,2024-08-19 23:45:00,6.56,0.38,0.51,0.41,
30.92,33.66,6.96,7.96,8.11,0.28,13.64,19.06,29.18,84.78,0.29,0.15,113.02,719.66,2024-08-20 00:00:00,7.9,0.38,0.51,0.41,
30.92,33.66,7.31,7.96,8.11,0.28,13.5,18.03,29.15,85.42,0.73,0.15,253.67,718.98,2024-08-20 00:15:00,5.33,0.38,0.51,0.41,
30.48,32.77,7.08,7.98,8.11,0.28,13.0,17.49,29.11,85.24,0.59,0.15,242.03,718.41,2024-08-20 00:30:00,6.15,0.38,0.51,0.41,
30.32,32.45,7.64,8.02,8.11,0.28,13.94,18.0,29.11,85.75,0.53,0.15,279.05,718.56,2024-08-20 00:45:00,7.36,0.38,0.51,0.41,
30.32,32.45,7.23,8.02,8.11,0.28,12.84,17.66,28.91,87.67,0.46,0.15,287.6,718.13,2024-08-20 01:00:00,6.63,0.38,0.51,0.41,
30.32,32.45,6.74,7.96,8.11,0.28,13.5,17.91,28.86,88.45,0.39,0.15,66.76,717.98,2024-08-20 01:15:00,5.34,0.38,0.51,0.41,
30.03,31.86,6.77,7.87,8.11,0.28,13.05,17.35,28.84,88.84,0.47,0.15,271.46,717.93,2024-08-20 01:30:00,5.32,0.38,0.51,0.41,
29.92,31.65,7.3,8.04,8.11,0.28,12.43,18.05,28.89,88.66,0.56,0.15,285.9,717.41,2024-08-20 01:45:00,7.36,0.38,0.51,0.41,
29.92,31.65,6.5,8.26,8.11,0.28,13.36,17.38,28.93,88.05,0.59,0.15,289.97,716.94,2024-08-20 02:00:00,6.09,0.38,0.51,0.41,
29.92,31.65,7.45,8.3,8.11,0.28,13.58,17.5,28.97,88.01,0.39,0.15,318.91,717.0,2024-08-20 02:15:00,7.01,0.38,0.51,0.41,
29.71,31.24,7.85,7.77,8.11,0.28,13.79,17.63,28.96,88.43,0.61,0.15,284.12,716.99,2024-08-20 02:30:00,6.83,0.38,0.51,0.41,
29.64,31.08,6.95,8.05,8.11,0.28,13.25,16.99,28.88,89.28,0.72,0.15,273.54,716.98,2024-08-20 02:45:00,7.87,0.38,0.51,0.41,
29.64,31.08,7.07,8.13,8.11,0.28,12.91,17.46,28.95,88.68,0.5,0.15,287.76,716.53,2024-08-20 03:00:00,5.88,0.38,0.51,0.41,
29.64,31.08,7.18,8.1,8.11,0.28,13.98,17.42,29.01,87.83,0.3,0.15,330.49,715.93,2024-08-20 03:15:00,6.33,0.38,0.51,0.41,
29.49,30.8,7.31,8.25,8.11,0.28,13.59,17.44,29.02,88.44,0.45,0.15,48.3,715.62,2024-08-20 03:30:00,6.1,0.38,0.51,0.41,
29.44,30.69,7.25,8.08,8.11,0.28,14.45,15.87,28.93,89.18,0.63,0.15,356.32,715.03,2024-08-20 03:45:00,6.17,0.38,0.51,0.41,
29.44,30.69,6.72,8.01,8.11,0.28,12.73,16.53,28.91,89.19,0.62,0.15,25.17,715.0,2024-08-20 04:00:00,7.09,0.38,0.51,0.41,
29.44,30.69,6.39,8.01,8.11,0.28,13.35,16.32,28.82,90.06,0.25,0.15,342.05,715.0,2024-08-20 04:15:00,6.99,0.38,0.51,0.41,
29.37,30.55,7.47,7.84,8.11,0.28,13.22,15.9,28.84,90.28,0.36,0.15,58.42,715.01,2024-08-20 04:30:00,6.64,0.38,0.51,0.41,
29.34,30.5,7.0,7.92,8.11,0.28,13.18,16.43,28.76,90.78,0.73,0.15,14.35,714.86,2024-08-20 04:45:00,6.33,0.38,0.51,0.41,
29.34,30.5,6.89,8.1,8.11,0.28,13.64,17.47,28.74,92.09,0.46,0.15,123.82,714.54,2024-08-20 05:00:00,6.4,0.38,0.51,0.41,
29.34,30.5,6.98,7.84,8.11,0.28,12.45,24.45,28.7,92.49,0.54,0.15,64.27,714.67,2024-08-20 05:15:00,6.93,0.38,0.51,0.41,
30.09,31.99,7.71,8.18,8.11,0.28,12.68,14.8,28.69,92.32,0.46,0.15,55.33,714.74,2024-08-20 05:30:00,6.15,0.38,0.51,0.41,
30.36,32.53,6.61,7.94,8.11,0.28,13.52,15.24,28.79,91.82,0.51,0.15,103.5,715.28,2024-08-20 05:45:00,5.77,0.38,0.51,0.41,
30.36,32.53,6.89,7.81,8.11,0.28,13.53,15.79,28.86,90.9,0.42,0.15,53.42,715.34,2024-08-20 06:00:00,6.86,0.38,0.51,0.41,
30.36,32.53,6.93,8.11,8.11,0.28,13.25,16.46,28.87,90.99,0.47,0.15,59.82,715.67,2024-08-20 06:15:00,6.34,0.38,0.51,0.41,
30.03,31.87,6.77,7.97,8.11,0.28,13.42,13.6,28.97,91.04,0.5,0.15,100.5,716.27,2024-08-20 06:30:00,7.05,0.38,0.51,0.41,
29.91,31.62,6.1,7.97,8.11,0.28,13.0,17.31,29.1,90.37,0.53,0.15,42.81,716.61,2024-08-20 06:45:00,5.01,0.38,0.51,0.41,
29.91,31.62,6.86,7.86,8.11,0.28,13.86,13.04,29.18,88.65,0.45,0.15,28.47,717.19,2024-08-20 07:00:00,7.01,0.38,0.51,0.41,
28.05,37.93,6.68,7.99,7.71,0.28,14.24,14.8,29.53,85.73,0.59,-0.28,20.77,718.42,2024-08-20 07:15:00,5.79,0.39,0.5,0.42,
27.01,40.34,6.56,8.05,7.53,0.28,13.23,17.12,30.03,82.75,0.6,-0.46,88.87,719.03,2024-08-20 07:30:00,5.84,0.39,0.49,0.43,
26.93,40.19,7.2,8.3,7.53,0.28,14.36,15.29,30.89,77.92,0.57,-0.46,82.31,719.79,2024-08-20 07:45:00,6.78,0.39,0.49,0.43,
26.93,40.19,6.7,8.14,7.53,0.28,13.58,17.24,31.19,77.02,0.4,-0.46,60.3,720.5,2024-08-20 08:00:00,6.53,0.39,0.49,0.43,
26.93,40.19,7.61,8.06,7.53,0.28,13.64,16.99,31.52,74.83,0.53,-0.46,45.24,720.42,2024-08-20 08:15:00,6.15,0.39,0.49,0.43,
26.79,39.91,6.39,8.01,7.53,0.28,13.77,18.54,31.84,74.3,0.28,-0.46,91.46,721.0,2024-08-20 08:30:00,6.33,0.39,0.49,0.43,
26.74,39.81,7.42,8.1,7.53,0.28,14.55,13.8,32.31,72.73,0.38,-0.46,282.96,721.84,2024-08-20 08:45:00,6.2,0.39,0.49,0.43,
26.74,39.81,6.85,7.55,7.53,0.28,14.39,16.2,32.04,73.83,0.44,-0.46,280.08,722.2,2024-08-20 09:00:00,6.55,0.39,0.49,0.43,
26.74,39.81,7.1,8.02,7.53,0.28,13.63,17.08,32.05,74.28,0.46,-0.46,269.58,723.08,2024-08-20 09:15:00,6.33,0.39,0.49,0.43,
26.64,39.61,6.62,8.25,7.53,0.28,13.75,18.02,32.7,72.48,0.41,-0.46,0.66,723.57,2024-08-20 09:30:00,6.75,0.39,0.49,0.43,
26.6,39.54,6.86,7.73,7.53,0.28,14.09,19.74,32.67,72.58,0.6,-0.46,268.31,723.91,2024-08-20 09:45:00,5.84,0.39,0.49,0.43,
26.6,39.54,6.54,8.02,7.53,0.28,13.18,21.38,32.73,72.39,0.19,-0.46,328.78,723.64,2024-08-20 10:00:00,6.4,0.39,0.49,0.43,
26.6,39.54,6.77,8.15,7.53,0.28,13.25,22.53,32.87,72.21,0.67,-0.47,276.49,723.25,2024-08-20 10:15:00,6.5,0.39,0.49,0.43,
26.61,39.54,7.06,8.08,7.53,0.28,13.87,23.42,33.05,72.12,0.57,-0.46,289.77,722.89,2024-08-20 10:30:00,6.64,0.39,0.49,0.43,
26.61,39.54,6.96,8.16,7.53,0.28,13.65,22.17,33.19,71.09,0.49,-0.47,273.39,722.13,2024-08-20 10:45:00,7.26,0.39,0.49,0.43,
26.61,39.54,7.37,7.92,7.53,0.28,14.2,25.01,33.76,68.27,0.46,-0.46,339.64,722.01,2024-08-20 11:00:00,6.81,0.39,0.49,0.43,
26.61,39.54,6.67,8.28,7.53,0.28,13.94,42.62,33.82,66.95,0.48,-0.46,294.45,721.44,2024-08-20 11:15:00,6.75,0.39,0.49,0.43,
28.37,43.08,6.9,7.63,7.53,0.28,13.41,28.55,33.99,65.53,0.4,-0.46,345.48,720.26,2024-08-20 11:30:00,6.94,0.39,0.49,0.43,
29.02,44.36,7.71,7.72,7.53,0.28,13.21,21.33,33.94,65.89,0.65,-0.46,359.16,718.93,2024-08-20 11:45:00,6.22,0.39,0.49,0.43,
29.02,44.36,7.61,7.7,7.53,0.28,13.23,21.0,34.42,63.57,0.32,-0.46,349.79,718.11,2024-08-20 12:00:00,6.63,0.39,0.49,0.43,
29.02,44.36,6.55,8.25,7.53,0.28,12.53,21.49,34.75,62.43,0.33,-0.46,48.93,717.2,2024-08-20 12:15:00,7.38,0.39,0.49,0.43,
28.24,42.8,6.71,8.13,7.53,0.28,13.73,21.96,34.69,62.88,0.33,-0.46,99.94,716.92,2024-08-20 12:30:00,5.74,0.39,0.49,0.43,
27.95,42.23,7.1,8.13,7.53,0.28,13.21,22.61,34.68,60.07,0.14,-0.46,10.62,716.01,2024-08-20 12:45:00,6.58,0.39,0.49,0.43,
27.95,42.23,7.22,7.72,7.53,0.28,13.95,25.8,35.11,56.69,0.5,-0.46,137.39,715.21,2024-08-20 13:00:00,6.51,0.39,0.49,0.43,
27.95,42.23,7.01,8.28,7.53,0.28,13.42,24.14,34.95,57.42,0.45,-0.46,124.88,713.97,2024-08-20 13:15:00,7.07,0.39,0.49,0.43,
28.36,43.05,6.37,7.99,7.53,0.28,12.15,23.13,34.92,58.38,0.21,-0.46,88.23,712.48,2024-08-20 13:30:00,5.79,0.39,0.49,0.43,
28.51,43.35,7.38,8.14,7.53,0.28,13.82,23.45,34.81,56.93,0.48,-0.46,145.26,712.19,2024-08-20 13:45:00,6.33,0.39,0.49,0.43,
28.51,43.35,6.86,8.33,7.53,0.28,13.78,23.68,34.83,57.04,0.4,-0.46,120.74,711.89,2024-08-20 14:00:00,5.63,0.39,0.49,0.43,
28.51,43.35,7.09,8.05,7.53,0.28,12.47,23.49,34.78,57.28,0.75,-0.46,164.23,711.17,2024-08-20 14:15:00,7.22,0.39,0.49,0.43,
28.3,42.93,6.9,7.77,7.53,0.28,12.6,23.93,34.53,61.89,0.76,-0.46,162.27,710.33,2024-08-20 14:30:00,5.89,0.39,0.49,0.43,
28.22,42.78,7.38,8.02,7.53,0.28,13.25,23.29,34.16,62.91,0.7,-0.46,162.91,709.79,2024-08-20 14:45:00,5.64,0.39,0.49,0.43,
28.22,42.78,6.99,7.95,7.53,0.28,14.12,22.13,33.91,67.52,0.76,-0.46,155.15,709.73,2024-08-20 15:00:00,7.62,0.39,0.49,0.43,
28.22,42.78,6.52,8.19,7.53,0.28,14.02,20.65,33.43,72.44,0.78,-0.46,163.67,709.5,2024-08-20 15:15:00,7.93,0.39,0.49,0.43,
28.18,42.69,7.22,8.15,7.53,0.28,14.65,19.98,33.14,71.1,0.77,-0.46,159.23,708.64,2024-08-20 15:30:00,6.36,0.39,0.49,0.43,
28.16,42.65,6.34,7.81,7.53,0.28,14.16,19.45,33.13,69.98,0.76,-0.46,160.95,708.0,2024-08-20 15:45:00,6.76,0.39,0.49,0.43,
28.16,42.65,6.59,8.01,7.53,0.28,13.12,19.34,33.05,68.43,0.76,-0.46,161.58,708.01,2024-08-20 16:00:00,6.43,0.39,0.49,0.43,
28.16,42.65,6.34,7.82,7.53,0.28,13.12,19.27,33.08,68.08,0.74,-0.46,158.92,708.01,2024-08-20 16:15:00,5.46,0.39,0.49,0.43,
27.89,42.1,7.64,8.22,7.53,0.28,12.99,19.47,33.12,69.27,0.71,-0.46,157.62,708.08,2024-08-20 16:30:00,7.53,0.39,0.49,0.43,
27.79,41.9,6.84,8.12,7.53,0.28,13.5,19.68,33.24,69.27,0.66,-0.46,147.69,708.52,2024-08-20 16:45:00,7.43,0.39,0.49,0.43,
27.79,41.9,7.0,7.97,7.53,0.28,13.03,20.37,33.19,68.38,0.74,-0.46,159.34,709.03,2024-08-20 17:00:00,6.14,0.39,0.49,0.43,
27.79,41.9,7.39,8.09,7.53,0.28,13.36,24.04,33.11,68.29,0.75,-0.46,164.64,709.72,2024-08-20 17:15:00,6.52,0.39,0.49,0.43,
27.96,42.24,7.07,7.86,7.53,0.28,13.54,31.53,33.09,68.11,0.7,-0.46,161.88,710.04,2024-08-20 17:30:00,5.85,0.39,0.49,0.43,
28.02,42.37,7.14,7.89,7.53,0.28,13.33,15.0,32.98,69.19,0.72,-0.46,160.65,710.31,2024-08-20 17:45:00,6.85,0.39,0.49,0.43,
28.02,42.37,6.76,7.44,7.53,0.28,13.78,20.92,32.78,70.21,0.74,-0.46,161.67,711.0,2024-08-20 18:00:00,6.06,0.39,0.49,0.43,
28.02,42.37,7.13,7.72,7.53,0.28,13.71,21.97,32.61,71.76,0.7,-0.46,159.29,711.31,2024-08-20 18:15:00,7.52,0.39,0.49,0.43,
27.7,41.72,7.11,7.97,7.53,0.28,13.77,22.21,32.5,72.11,0.73,-0.46,160.8,712.04,2024-08-20 18:30:00,6.92,0.39,0.49,0.43,
